field,[2021],[2020],[2019],[2018],[2017],[2016],[2015],[2014],[2013],[2012],[2011],[2010],[2009],[2008],[2007],[2006],[2005],[2004],[2003],[2002],[2001]
. Doanh thu bán hàng và cung cấp dịch vụ__1,437067883255.0,438067588700.0,404179885949.0,375713506098.0,383141397845.0,,290200483615.0,,,,,,,,,,,,,,
. Các khoản giảm trừ doanh thu__1,,,,,,,,,,,,,,,,,,,,,
. Doanh thu thuần về bán hàng và cung cấp dịch vụ__1,437067883255.0,438067588700.0,404179885949.0,375713506098.0,383141397845.0,,290200483615.0,,,,,,,,,,,,,,
. Giá vốn hàng bán__1,337284705419.0,324656051464.0,300764574240.0,290176860161.0,293181858175.0,,187535148362.0,,,,,,,,,,,,,,
. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ__1,99783177836.0,113411537236.0,103415311709.0,85536645937.0,89959539670.0,,102665335253.0,,,,,,,,,,,,,,
. Doanh thu hoạt động tài chính__1,6992025910.0,8537111985.0,6093592545.0,5366791755.0,2908032473.0,,7388834325.0,,,,,,,,,,,,,,
. Chi phí tài chính__1,,,,,,,,,,,,,,,,,,,,,
- Trong đó: Chi phí lãi vay__1,,,,,,,,,,,,,,,,,,,,,
". Phần lãi lỗ hoặc lỗ trong công ty liên doanh, liên kết__1",,,,,,,,,,,,,,,,,,,,,
. Chi phí bán hàng__1,,,,,,,,,,,,,,,,,,,,,
. Chi phí quản lý doanh nghiệp__1,73614964455.0,76885930874.0,69988499302.0,61847641200.0,61054065044.0,,49222649441.0,,,,,,,,,,,,,,
. Lợi nhuận thuần từ hoạt động kinh doanh__1,33160239291.0,45062718347.0,39520404952.0,29055796492.0,31813507099.0,,60831520137.0,,,,,,,,,,,,,,
. Thu nhập khác__1,311726683.0,106186000.0,198025144.0,1929563249.0,1049728964.0,,1910819862.0,,,,,,,,,,,,,,
. Chi phí khác__1,162320682.0,55621570.0,128628333.0,995876184.0,1214756374.0,,1562860774.0,,,,,,,,,,,,,,
. Lợi nhuận khác__1,149406001.0,50564430.0,69396811.0,933687065.0,-165027410.0,,347959088.0,,,,,,,,,,,,,,
. Tổng lợi nhuận kế toán trước thuế__1,33309645292.0,45113282777.0,39589801763.0,29989483557.0,31648479689.0,,61179479225.0,,,,,,,,,,,,,,
. Chi phí thuế TNDN hiện hành__1,6757449058.0,9156372785.0,8049856819.0,6092965092.0,6367920488.0,,13459485430.0,,,,,,,,,,,,,,
. Chi phí thuế TNDN hoãn lại__1,,,,,,,,,,,,,,,,,,,,,
. Lợi nhuận sau thuế thu nhập doanh nghiệp__1,26552196234.0,35956909992.0,31539944944.0,23896518465.0,25280559201.0,,47719993795.0,,,,,,,,,,,,,,
. Lợi ích của cổ đông thiểu số__1,,,,,,,,,,,,,,,,,,,,,
. Lợi nhuận sau thuế của công ty mẹ__1,26552196234.0,35956909992.0,31539944944.0,23896518465.0,25280559201.0,,47719993795.0,,,,,,,,,,,,,,
. Lãi cơ bản trên cổ phiếu__1,739.0,1145.0,1001.0,778.0,,,,,,,,,,,,,,,,,
