field,[2021],[2020],[2019],[2018],[2017],[2016],[2015],[2014],[2013],[2012],[2011],[2010],[2009],[2008],[2007],[2006],[2005],[2004],[2003],[2002],[2001],[2000],[1999]
. Doanh thu bán hàng và cung cấp dịch vụ__1,336507879219.0,326027063830.0,351261336441.0,325368091895.0,326784359611.0,318227529757.0,319610552872.0,,579470092141.0,836516475043.0,1023392982414.0,596538282686.0,,,,,,,,,,,
. Các khoản giảm trừ doanh thu__1,,,,,78000000.0,55455350.0,14014608.0,,,,,,,,,,,,,,,,
. Doanh thu thuần về bán hàng và cung cấp dịch vụ__1,336507879219.0,326027063830.0,351261336441.0,325368091895.0,326706359611.0,318172074407.0,319596538264.0,,579470092141.0,836516475043.0,1023392982414.0,596538282686.0,,,,,,,,,,,
. Giá vốn hàng bán__1,302808688823.0,315630582349.0,341147277500.0,310002298839.0,309333957008.0,302730219533.0,302345220347.0,,573126451005.0,814977280808.0,950395273916.0,537158208335.0,,,,,,,,,,,
. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ__1,33699190396.0,10396481481.0,10114058941.0,15365793056.0,17372402603.0,15441854874.0,17251317917.0,,6343641136.0,21539194235.0,72997708498.0,59380074351.0,,,,,,,,,,,
. Doanh thu hoạt động tài chính__1,3854251460.0,3740861499.0,662439345.0,2111785654.0,4013516665.0,4155536321.0,3019078234.0,,3757640923.0,5582641593.0,3956711871.0,2406387462.0,,,,,,,,,,,
. Chi phí tài chính__1,384079167.0,1229113133.0,202830269.0,563703450.0,65718684.0,254678633.0,21685392.0,,2903819614.0,7000363768.0,25749236541.0,6506328250.0,,,,,,,,,,,
- Trong đó: Chi phí lãi vay__1,364634669.0,1225248596.0,201410884.0,532182419.0,18553130.0,122184985.0,7090694.0,,2052566091.0,6719739833.0,18786028008.0,5347246378.0,,,,,,,,,,,
". Phần lãi lỗ hoặc lỗ trong công ty liên doanh, liên kết__1",,,,,,,,,,,,,,,,,,,,,,,
. Chi phí bán hàng__1,6698901151.0,4303629749.0,4400446344.0,5496817159.0,6033786516.0,6643454350.0,7303299850.0,,9279073409.0,13066867140.0,27433868336.0,23886209058.0,,,,,,,,,,,
. Chi phí quản lý doanh nghiệp__1,12078308438.0,5947744528.0,6444709516.0,7252191988.0,8135176132.0,6929418293.0,7146769729.0,,5107551239.0,5987924276.0,6730030925.0,5258674362.0,,,,,,,,,,,
. Lợi nhuận thuần từ hoạt động kinh doanh__1,18392153100.0,2656855570.0,-271487843.0,4164866113.0,7151237936.0,5769839919.0,5798641180.0,,-7189162203.0,1066680644.0,17041284567.0,26135250143.0,,,,,,,,,,,
. Thu nhập khác__1,35319164.0,333652054.0,1899464465.0,976492424.0,629055299.0,769139280.0,70288057.0,,1842310543.0,870637920.0,407762198.0,45948810.0,,,,,,,,,,,
. Chi phí khác__1,,19932948.0,,,,82074800.0,878136.0,,127788391.0,791.0,157137749.0,25572964.0,,,,,,,,,,,
. Lợi nhuận khác__1,35319164.0,313719106.0,1899464465.0,976492424.0,629055299.0,687064480.0,69409921.0,,1714522152.0,870637129.0,250624449.0,20375846.0,,,,,,,,,,,
. Tổng lợi nhuận kế toán trước thuế__1,18427472264.0,2970574676.0,1627976622.0,5141358537.0,7780293235.0,6456904399.0,5868051101.0,,-5474640051.0,1937317773.0,17291909016.0,26155625989.0,,,,,,,,,,,
. Chi phí thuế TNDN hiện hành__1,3699094453.0,609753469.0,339995324.0,1046149536.0,1570458647.0,1306580880.0,1814893326.0,,,504729443.0,4379448424.0,7695872925.0,,,,,,,,,,,
. Chi phí thuế TNDN hoãn lại__1,,,,,,,,,,,,,,,,,,,,,,,
. Lợi nhuận sau thuế thu nhập doanh nghiệp__1,14728377811.0,2360821207.0,1287981298.0,4095209001.0,6209834588.0,5150323519.0,4053157775.0,,-5474640051.0,1432588330.0,12912460592.0,18459753064.0,,,,,,,,,,,
. Lợi ích của cổ đông thiểu số__1,,,,,,,,,,,,,,,,,,,,,,,
. Lợi nhuận sau thuế của công ty mẹ__1,14728377811.0,2360821207.0,1287981298.0,4095209001.0,6209834588.0,5150323519.0,4053157775.0,,-5474640051.0,1432588330.0,12912460592.0,18459753064.0,,,,,,,,,,,
. Lãi cơ bản trên cổ phiếu__1,1349.0,201.0,98.0,346.0,490.0,464.0,365.0,,-547.0,1433.0,12912.0,1846.0,,,,,,,,,,,
. Lãi suy giảm trên cổ phiếu__1,1349.0,201.0,98.0,,,,,,,,,,,,,,,,,,,,
. Cổ tức__1,,,,,,,,,,,,,,,,,,,,,,,
. Phần lãi (lỗ thuần) trong công ty liên doanh/liên kết__1,,,,,,,,,,,,,,,,,,,,,,,
I - TÀI SẢN NGẮN HẠN__1,125030211340.0,117922734955.0,105204345355.0,120448717984.0,116185139684.0,119286177352.0,108719897831.0,,111058953011.0,224524765423.0,206025245443.0,227860812367.0,,,,,,,,,,,
. Tiền và các khoản tương đương tiền__1,2498827903.0,2177534185.0,10957975432.0,2206703058.0,50322414849.0,62096877169.0,61456712992.0,,51799860300.0,130130837997.0,10846932930.0,3922539583.0,,,,,,,,,,,
..Tiền__1,2498827903.0,2177534185.0,1457975432.0,2206703058.0,2322414849.0,2596877169.0,1656712992.0,,1660654744.0,10330837997.0,10846932930.0,3922539583.0,,,,,,,,,,,
..Các khoản tương đương tiền__1,,,9500000000.0,,48000000000.0,59500000000.0,59800000000.0,,50139205556.0,119800000000.0,,,,,,,,,,,,,
. Các khoản đầu tư tài chính ngắn hạn__1,49000000000.0,63500000000.0,16000000000.0,,11000000000.0,25000000000.0,,,,,,,,,,,,,,,,,
