field,[2021],[2020],[2019],[2018],[2017],[2016],[2015],[2014],[2013],[2012],[2011],[2010],[2009],[2008],[2007],[2006],[2005],[2004],[2003],[2002],[2001],[2000]
. Doanh thu bán hàng và cung cấp dịch vụ__1,118778362919.0,198841505498.0,267280801518.0,,252767924565.0,204150571552.0,181423435137.0,157346942410.0,165411697131.0,160536879038.0,,109502582923.0,110949676200.0,111539557082.0,95991644429.0,,,,,,,
. Các khoản giảm trừ doanh thu__1,,,,,,,,3618846.0,121597404.0,290072543.0,,302551749.0,378952174.0,417273521.0,410407357.0,,,,,,,
. Doanh thu thuần về bán hàng và cung cấp dịch vụ__1,118778362919.0,198841505498.0,267280801518.0,,252767924565.0,204150571552.0,181423435137.0,157343323564.0,165290099727.0,160246806495.0,,109200031174.0,110570724026.0,111122283561.0,95581237072.0,,,,,,,
. Giá vốn hàng bán__1,94619428457.0,156245568595.0,200468158289.0,,186797745894.0,145376759203.0,122590437795.0,97782870622.0,102254925463.0,99451011968.0,,71185170427.0,69843461469.0,67806446273.0,58440838511.0,,,,,,,
. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ__1,24158934462.0,42595936903.0,66812643229.0,,65970178671.0,58773812349.0,58832997342.0,59560452942.0,63035174264.0,60795794527.0,,38014860747.0,40727262557.0,43315837288.0,37140398561.0,,,,,,,
. Doanh thu hoạt động tài chính__1,2944452888.0,3256024789.0,3322383544.0,,3141142186.0,1690365526.0,1571038779.0,1274378630.0,1539679284.0,1325621578.0,,2329411197.0,2992760792.0,3771141892.0,1582817930.0,,,,,,,
. Chi phí tài chính__1,100106411.0,176803808.0,95544553.0,,-102195616.0,241792716.0,,,,7729708.0,,48085209.0,213517824.0,188951050.0,19215200.0,,,,,,,
- Trong đó: Chi phí lãi vay__1,11342180.0,4536987.0,,,,,,,,1662100.0,,,141517824.0,185420039.0,8216667.0,,,,,,,
". Phần lãi lỗ hoặc lỗ trong công ty liên doanh, liên kết__1",,,,,,,,,,,,,,,,,,,,,,
. Chi phí bán hàng__1,28041057787.0,34499909061.0,46100981057.0,,46278791959.0,42627375724.0,42220229421.0,43079003392.0,45438369294.0,44051394223.0,,27088753160.0,29690391368.0,31117696634.0,27505228383.0,,,,,,,
. Chi phí quản lý doanh nghiệp__1,3321510708.0,4064283590.0,9340774658.0,,11998248164.0,6003807353.0,6411088788.0,5251901547.0,5389562216.0,5193640436.0,,5248697509.0,4649525123.0,5609153051.0,3671641714.0,,,,,,,
. Lợi nhuận thuần từ hoạt động kinh doanh__1,-4359287556.0,7110965233.0,14597726505.0,,10936476350.0,11591202082.0,11772717912.0,12503926633.0,13746922038.0,12868651738.0,,7958736066.0,9166589034.0,10171178445.0,7527131194.0,,,,,,,
. Thu nhập khác__1,701311456.0,658324152.0,1124411119.0,,16856509101.0,1263659185.0,1445670093.0,995258749.0,671144473.0,753255823.0,,1456959811.0,458751207.0,167661481.0,8497327572.0,,,,,,,
. Chi phí khác__1,218055132.0,63000000.0,,,165854155.0,50113637.0,,,31117012.0,1227894.0,,125867472.0,91241156.0,3061831.0,233931492.0,,,,,,,
. Lợi nhuận khác__1,483256324.0,595324152.0,1124411119.0,,16690654946.0,1213545548.0,1445670093.0,995258749.0,640027461.0,752027929.0,,1331092339.0,367510051.0,164599650.0,8263396080.0,,,,,,,
. Tổng lợi nhuận kế toán trước thuế__1,-3876031232.0,7706289385.0,15722137624.0,,27627131296.0,12804747630.0,13218388005.0,13499185382.0,14386949499.0,13620679667.0,,9289828405.0,9534099085.0,10335778095.0,15790527274.0,,,,,,,
. Chi phí thuế TNDN hiện hành__1,,1001089820.0,3055844706.0,,6035630229.0,2608609141.0,2945587392.0,2992925092.0,3591842457.0,3393167039.0,,1448460189.0,1602534601.0,1451449859.0,,,,,,,,
. Chi phí thuế TNDN hoãn lại__1,,,,,,,,,,,,,,,,,,,,,,
