field,[2021],[2020],[2019],[2018],[2017],[2016],[2015],[2014],[2013],[2012],[2011],[2010],[2009],[2008],[2007],[2006],[2005],[2004],[2003],[2002],[2001]
. Doanh thu bán hàng và cung cấp dịch vụ__1,11465148423135.0,12641344565991.0,,8960605129756.0,2164930229741.0,1536198356771.0,952780491486.0,1222977836978.0,1182023924888.0,1185080072649.0,925168789258.0,585701666531.0,548167227843.0,280646972107.0,203324306441.0,102791588308.0,44011825649.0,,,,
. Các khoản giảm trừ doanh thu__1,67222510681.0,116730754134.0,,73476910475.0,64148948744.0,129708154836.0,72164550078.0,23689038720.0,46944498432.0,166983783989.0,51558094198.0,32510791241.0,1241615135.0,,,,,,,,
. Doanh thu thuần về bán hàng và cung cấp dịch vụ__1,11397925912454.0,12524613811857.0,,8887128219281.0,2100781280997.0,1406490201935.0,880615941408.0,1199288798258.0,1135079426456.0,1018096288660.0,873610695060.0,553190875290.0,546925612708.0,280646972107.0,203324306441.0,102791588308.0,44011825649.0,,,,
. Giá vốn hàng bán__1,10098311058303.0,11174196208444.0,,7818406057159.0,1850835745513.0,1062153110781.0,691231554631.0,1001869699030.0,1012702268750.0,897650663250.0,688760734505.0,378283641906.0,450919582579.0,239128574797.0,136024181933.0,70421717658.0,40960209326.0,,,,
. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ__1,1299614854151.0,1350417603413.0,,1068722162122.0,249945535484.0,344337091154.0,189384386777.0,197419099228.0,122377157706.0,120445625410.0,184849960555.0,174907233384.0,96006030129.0,41518397310.0,67300124508.0,32369870650.0,3051616323.0,,,,
. Doanh thu hoạt động tài chính__1,200488549062.0,232360452111.0,,369961118101.0,159606055513.0,9303044192.0,11970684001.0,10625012333.0,2619791071.0,8008593051.0,26255685785.0,41188892299.0,9833481659.0,7342242546.0,213039032.0,8073008.0,,,,,
. Chi phí tài chính__1,463008189278.0,534709026110.0,,266797763176.0,63786280653.0,41872667203.0,20888947425.0,52680947242.0,56045499924.0,66781495329.0,65081736187.0,15265806875.0,20373196117.0,13043896516.0,5282634740.0,8572584842.0,,,,,
- Trong đó: Chi phí lãi vay__1,445545332734.0,518022543070.0,,172119010419.0,65056070580.0,42761844105.0,17880872209.0,49543107781.0,52200147275.0,65259715000.0,47222530352.0,14504321975.0,14736703712.0,10911059050.0,5282634740.0,8572584842.0,,,,,
". Phần lãi lỗ hoặc lỗ trong công ty liên doanh, liên kết__1",,,,65065547765.0,26422722850.0,39108789200.0,10651571302.0,,,,,,,,,,,,,,
. Chi phí bán hàng__1,236820091115.0,199682041549.0,,194250397523.0,54546776726.0,26992284378.0,32719089195.0,39764137730.0,33772684584.0,33613352031.0,35723016607.0,16439717224.0,18643316447.0,11356781644.0,,1082838514.0,,,,,
. Chi phí quản lý doanh nghiệp__1,190895614951.0,226555585232.0,,191801701086.0,137645982330.0,98984827905.0,51180900581.0,22615245646.0,19785151070.0,16976364650.0,23851792467.0,14889706829.0,9659573551.0,8823761667.0,9058616438.0,2284257955.0,2247936176.0,,,,
. Lợi nhuận thuần từ hoạt động kinh doanh__1,609379507869.0,621831402633.0,,850898966203.0,179995274138.0,224899145060.0,107217704879.0,92983780943.0,15393613199.0,11083006451.0,86449101079.0,169500894755.0,57163425673.0,15636200029.0,53171912362.0,20438262347.0,803680147.0,,,,
. Thu nhập khác__1,207770163024.0,9105254803.0,,476643723765.0,8452959375.0,3359734696.0,988132150.0,781954036.0,808676830.0,154928343.0,8605264630.0,3768547903.0,3810136851.0,371646619.0,131534048.0,221440473.0,238981000.0,,,,
. Chi phí khác__1,30853379096.0,6631214547.0,,12008412636.0,2733026519.0,4818946357.0,1992179772.0,351902593.0,64870175.0,3408704380.0,8219155146.0,3271202374.0,3219824798.0,303187276.0,21314972.0,9568681.0,,,,,
. Lợi nhuận khác__1,176916783928.0,2474040256.0,,464635311129.0,5719932856.0,-1459211661.0,-1004047622.0,430051443.0,743806655.0,-3253776037.0,386109484.0,497345529.0,590312053.0,68459343.0,110219076.0,211871792.0,238981000.0,,,,
. Tổng lợi nhuận kế toán trước thuế__1,786296291797.0,624305442889.0,,1315534277332.0,185715206994.0,223439933399.0,106213657257.0,107785312369.0,29287838988.0,15217272181.0,87674381813.0,187261773331.0,68250757620.0,25286174825.0,53282131438.0,20650134139.0,1042661147.0,,,,
. Chi phí thuế TNDN hiện hành__1,85280470589.0,50355245844.0,,113796822751.0,19138056313.0,51083951830.0,22001097813.0,20371178842.0,3808246401.0,1964392817.0,21182595980.0,30164933538.0,7792358171.0,3021158244.0,11371252121.0,1456236667.0,291945121.0,,,,
. Chi phí thuế TNDN hoãn lại__1,-2871797402.0,1592929337.0,,3861782021.0,-1158921755.0,-1428753921.0,-1638705295.0,-1740225916.0,-4652583.0,7650988.0,,,,,,,,,,,
. Lợi nhuận sau thuế thu nhập doanh nghiệp__1,703887618610.0,572357267708.0,,1197875672560.0,167736072436.0,173784735490.0,85851264739.0,89154359443.0,25484245170.0,13245228376.0,66491785833.0,157096839793.0,60458399449.0,22265016581.0,41910879317.0,19193897472.0,750716026.0,,,,
. Lợi ích của cổ đông thiểu số__1,103450907724.0,96893590266.0,,159332161245.0,-6475801817.0,667963566.0,220109418.0,3315915.0,4615883.0,3985965.0,5928809.0,300065.0,-3753514.0,-13875844.0,-14204345.0,,,,,,
. Lợi nhuận sau thuế của công ty mẹ__1,600436710886.0,475463677442.0,,1038543511315.0,174211874253.0,173116771924.0,85631155321.0,89151043528.0,25479629287.0,13241242411.0,66485857024.0,157096539728.0,60462152963.0,22278892425.0,41925083662.0,19193897472.0,750716026.0,,,,
. Lãi cơ bản trên cổ phiếu__1,2319.0,1837.0,,4293.0,792.0,787.0,616.0,1698.0,630.0,333.0,1951.0,15848.0,10807.0,4495.0,12724.0,,,,,,
. Lãi suy giảm trên cổ phiếu__1,1546.0,1837.0,,4293.0,792.0,787.0,581.0,,,,,,,,,,,,,,
. Cổ tức__1,,,,,,,,,,,,,,,,,,,,,
. Phần lãi (lỗ thuần) trong công ty liên doanh/liên kết__1,,,,,,,,14371479983.0,13150419134.0,7388041767.0,839171250.0,17263533047.0,10497019894.0,9581515453.0,,,,,,,
I - TÀI SẢN NGẮN HẠN__1,9278479827420.0,8321821560382.0,,6967034837757.0,3741961129639.0,,3057128120453.0,1953211041211.0,1069348136779.0,976692503225.0,897400539347.0,792945074909.0,374022864122.0,548968460419.0,480792074731.0,170188780724.0,159898987730.0,,,,
. Tiền và các khoản tương đương tiền__1,585910587193.0,783217339870.0,,502270779111.0,253200049001.0,,472339566075.0,389731896437.0,25768808229.0,55112698329.0,32613021079.0,102231328105.0,6100557369.0,30456966239.0,196241169795.0,1618425846.0,1911135988.0,,,,
