field,[2021],[2020],[2019],[2018],[2017],[2016],[2015],[2014],[2013],[2012],[2011],[2010],[2009],[2008],[2007],[2006],[2005],[2004],[2003],[2002],[2001],[2000],[1999]
. Doanh thu bán hàng và cung cấp dịch vụ__1,380485090627.0,312924431420.0,276150553464.0,271073038756.0,258532440553.0,194883818333.0,193785462807.0,,,,,,,,,,,,,,,,
. Các khoản giảm trừ doanh thu__1,842018039.0,453934890.0,11615000.0,341927782.0,2649541545.0,118476150.0,974043337.0,,,,,,,,,,,,,,,,
. Doanh thu thuần về bán hàng và cung cấp dịch vụ__1,379643072588.0,312470496530.0,276138938464.0,270731110974.0,255882899008.0,194765342183.0,192811419470.0,,,,,,,,,,,,,,,,
. Giá vốn hàng bán__1,299925888882.0,243862303780.0,210953338144.0,205890755038.0,195940491485.0,151236699467.0,154997794202.0,,,,,,,,,,,,,,,,
. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ__1,79717183706.0,68608192750.0,65185600320.0,64840355936.0,59942407523.0,43528642716.0,37813625268.0,,,,,,,,,,,,,,,,
. Doanh thu hoạt động tài chính__1,1745574527.0,1594965441.0,982002397.0,1194634809.0,918326398.0,612592409.0,952662393.0,,,,,,,,,,,,,,,,
. Chi phí tài chính__1,4080500804.0,3826659219.0,3757057522.0,2997392197.0,3161941281.0,2590492625.0,2052783381.0,,,,,,,,,,,,,,,,
- Trong đó: Chi phí lãi vay__1,3176186241.0,3394182451.0,3568250334.0,2813740594.0,2710509129.0,2095175078.0,1846693796.0,,,,,,,,,,,,,,,,
". Phần lãi lỗ hoặc lỗ trong công ty liên doanh, liên kết__1",,,,,,,,,,,,,,,,,,,,,,,
. Chi phí bán hàng__1,40546937962.0,36121078178.0,24679967542.0,26235952399.0,25919529357.0,16917845258.0,14287916888.0,,,,,,,,,,,,,,,,
. Chi phí quản lý doanh nghiệp__1,24221472353.0,20325414457.0,26839121887.0,25325101490.0,22816330185.0,17342529336.0,14221086328.0,,,,,,,,,,,,,,,,
. Lợi nhuận thuần từ hoạt động kinh doanh__1,12613847114.0,9930006337.0,10891455766.0,11476544659.0,8962933098.0,7290367906.0,8204501064.0,,,,,,,,,,,,,,,,
. Thu nhập khác__1,1112531554.0,1620553217.0,1082639435.0,953006971.0,2886892111.0,2499017230.0,2733017865.0,,,,,,,,,,,,,,,,
. Chi phí khác__1,230438171.0,34363600.0,107246345.0,,45408378.0,12000000.0,858598823.0,,,,,,,,,,,,,,,,
. Lợi nhuận khác__1,882093383.0,1586189617.0,975393090.0,953006971.0,2841483733.0,2487017230.0,1874419042.0,,,,,,,,,,,,,,,,
. Tổng lợi nhuận kế toán trước thuế__1,13495940497.0,11516195954.0,11866848856.0,12429551630.0,11804416831.0,9777385136.0,10078920106.0,,,,,,,,,,,,,,,,
. Chi phí thuế TNDN hiện hành__1,2763810469.0,2322712113.0,2503439257.0,2505666588.0,2377145972.0,1958606117.0,2217763328.0,,,,,,,,,,,,,,,,
. Chi phí thuế TNDN hoãn lại__1,,,,,,,,,,,,,,,,,,,,,,,
. Lợi nhuận sau thuế thu nhập doanh nghiệp__1,10732130028.0,9193483841.0,9363409599.0,9923885042.0,9427270859.0,7818779019.0,7861156778.0,,,,,,,,,,,,,,,,
. Lợi ích của cổ đông thiểu số__1,,,,,,,,,,,,,,,,,,,,,,,
. Lợi nhuận sau thuế của công ty mẹ__1,10732130028.0,9193483841.0,9363409599.0,9923885042.0,9427270859.0,7818779019.0,7861156778.0,,,,,,,,,,,,,,,,
. Lãi cơ bản trên cổ phiếu__1,2391.0,3380.0,3442.0,3648.0,,2875.0,2890.0,,,,,,,,,,,,,,,,
. Lãi suy giảm trên cổ phiếu__1,,,,,,,,,,,,,,,,,,,,,,,
. Cổ tức__1,,,,,,,,,,,,,,,,,,,,,,,
. Phần lãi (lỗ thuần) trong công ty liên doanh/liên kết__1,,,,,,,,,,,,,,,,,,,,,,,
I - TÀI SẢN NGẮN HẠN__1,147693255872.0,142867618446.0,143391256850.0,125390997637.0,104677477677.0,110719939193.0,100252290531.0,,,,,,,,,,,,,,,,
. Tiền và các khoản tương đương tiền__1,1417220825.0,6131562419.0,1455879725.0,1038101223.0,2092861619.0,3659606939.0,12101151994.0,,,,,,,,,,,,,,,,
..Tiền__1,1417220825.0,6131562419.0,1455879725.0,1038101223.0,2092861619.0,3659606939.0,,,,,,,,,,,,,,,,,
..Các khoản tương đương tiền__1,,,,,,,,,,,,,,,,,,,,,,,
. Các khoản đầu tư tài chính ngắn hạn__1,,,,,,,,,,,,,,,,,,,,,,,
.. Chứng khoán kinh doanh__1,,,,,,,,,,,,,,,,,,,,,,,
.. Dự phòng giảm giá chứng khoán kinh doanh__1,,,,,,,,,,,,,,,,,,,,,,,
