field,[2021],[2020],[2019],[2018],[2017],[2016],[2015],[2014],[2013],[2012],[2011],[2010],[2009],[2008],[2007],[2006],[2005],[2004],[2003],[2002],[2001],[2000],[1999]
. Doanh thu bán hàng và cung cấp dịch vụ__1,520411656987.0,600148438421.0,538990953014.0,499471454888.0,466100821429.0,454143513247.0,375098793310.0,346115538761.0,308175946401.0,,,,,,,,,,,,,,
. Các khoản giảm trừ doanh thu__1,8722645639.0,8506460247.0,8575714620.0,9880587660.0,12005619123.0,5661374802.0,1138717535.0,4439500090.0,2346721194.0,,,,,,,,,,,,,,
. Doanh thu thuần về bán hàng và cung cấp dịch vụ__1,511689011348.0,591641978174.0,530415238394.0,489590867228.0,454095202306.0,448482138445.0,373960075775.0,341676038671.0,305829225207.0,,,,,,,,,,,,,,
. Giá vốn hàng bán__1,390462189607.0,418653081021.0,385680287669.0,383301384735.0,347883341537.0,335000131127.0,273049660743.0,245029386388.0,225343043258.0,,,,,,,,,,,,,,
. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ__1,121226821741.0,172988897153.0,144734950725.0,106289482493.0,106211860769.0,113482007318.0,100910415032.0,96646652283.0,80486181949.0,,,,,,,,,,,,,,
. Doanh thu hoạt động tài chính__1,8766916297.0,7597320832.0,3273844733.0,3107365538.0,2589110808.0,3153696568.0,2683589451.0,2105465444.0,1149797971.0,,,,,,,,,,,,,,
. Chi phí tài chính__1,2178923756.0,1497028712.0,2189055440.0,3059958358.0,1787378527.0,3441765417.0,4799619968.0,2197603756.0,1562492573.0,,,,,,,,,,,,,,
- Trong đó: Chi phí lãi vay__1,834925498.0,832132250.0,1497040263.0,1568767493.0,1324757035.0,1828291333.0,1491331834.0,1457761645.0,992726842.0,,,,,,,,,,,,,,
". Phần lãi lỗ hoặc lỗ trong công ty liên doanh, liên kết__1",,,,,,,,,,,,,,,,,,,,,,,
. Chi phí bán hàng__1,45495223869.0,39646950178.0,38072845201.0,35218506091.0,33967472779.0,33351108461.0,33098609163.0,31144908877.0,28025624970.0,,,,,,,,,,,,,,
. Chi phí quản lý doanh nghiệp__1,22849191389.0,23636325752.0,22666430541.0,23165398856.0,20471435578.0,17765650690.0,14612242417.0,14904825605.0,15305092018.0,,,,,,,,,,,,,,
. Lợi nhuận thuần từ hoạt động kinh doanh__1,59470399024.0,115805913343.0,85080464276.0,47952984726.0,52574684693.0,62077179318.0,51083532935.0,50504779489.0,36742770359.0,,,,,,,,,,,,,,
. Thu nhập khác__1,13447762799.0,1862189549.0,1290072073.0,1590575692.0,4202423541.0,729636465.0,1228054351.0,1265146782.0,1122619374.0,,,,,,,,,,,,,,
. Chi phí khác__1,5076520875.0,1146281326.0,4088495448.0,935819992.0,4843357234.0,657430049.0,2140910.0,393403213.0,987304258.0,,,,,,,,,,,,,,
. Lợi nhuận khác__1,8371241924.0,715908223.0,-2798423375.0,654755700.0,-640933693.0,72206416.0,1225913441.0,871743569.0,135315116.0,,,,,,,,,,,,,,
. Tổng lợi nhuận kế toán trước thuế__1,67841640948.0,116521821566.0,82282040901.0,48607740426.0,51933751000.0,62149385734.0,52309446376.0,51376523058.0,36878085475.0,,,,,,,,,,,,,,
. Chi phí thuế TNDN hiện hành__1,14044676796.0,23542518831.0,17406721173.0,9804807433.0,10635971893.0,16682545734.0,11502463029.0,11271360661.0,9196445337.0,,,,,,,,,,,,,,
. Chi phí thuế TNDN hoãn lại__1,,,,,,,,,,,,,,,,,,,,,,,
. Lợi nhuận sau thuế thu nhập doanh nghiệp__1,53796964152.0,92979302735.0,64875319728.0,38802932993.0,41297779107.0,45466840000.0,40806983347.0,40105162397.0,27681640138.0,,,,,,,,,,,,,,
. Lợi ích của cổ đông thiểu số__1,,,,,,,,,,,,,,,,,,,,,,,
. Lợi nhuận sau thuế của công ty mẹ__1,53796964152.0,92979302735.0,64875319728.0,38802932993.0,41297779107.0,45466840000.0,40806983347.0,40105162397.0,27681640138.0,,,,,,,,,,,,,,
. Lãi cơ bản trên cổ phiếu__1,2126.0,4830.0,3592.0,2451.0,3119.0,4481.0,4056.0,7972.0,5503.0,,,,,,,,,,,,,,
. Lãi suy giảm trên cổ phiếu__1,2126.0,,3592.0,2451.0,3119.0,4481.0,,,,,,,,,,,,,,,,,
. Cổ tức__1,,,,,,,,,,,,,,,,,,,,,,,
. Phần lãi (lỗ thuần) trong công ty liên doanh/liên kết__1,,,,,,,,,,,,,,,,,,,,,,,
I - TÀI SẢN NGẮN HẠN__1,323359793990.0,317269337435.0,230004813148.0,190608222876.0,172217862307.0,160376199436.0,,,111986338564.0,,,,,,,,,,,,,,
. Tiền và các khoản tương đương tiền__1,55823257553.0,53852142305.0,57438506394.0,28040553682.0,21860554275.0,17728492810.0,,,28995442239.0,,,,,,,,,,,,,,
..Tiền__1,38823257553.0,23352142305.0,40438506394.0,14540553682.0,18160554275.0,9728492810.0,,,5995442239.0,,,,,,,,,,,,,,
..Các khoản tương đương tiền__1,17000000000.0,30500000000.0,17000000000.0,13500000000.0,3700000000.0,8000000000.0,,,23000000000.0,,,,,,,,,,,,,,
. Các khoản đầu tư tài chính ngắn hạn__1,101050000000.0,109450000000.0,39389246575.0,15750000000.0,22700000000.0,25500000000.0,,,,,,,,,,,,,,,,,
.. Chứng khoán kinh doanh__1,,,,,,,,,,,,,,,,,,,,,,,
.. Dự phòng giảm giá chứng khoán kinh doanh__1,,,,,,,,,,,,,,,,,,,,,,,
.. Đầu tư nắm giữ đến ngày đáo hạn__1,101050000000.0,109450000000.0,39389246575.0,15750000000.0,22700000000.0,25500000000.0,,,,,,,,,,,,,,,,,
. Các khoản phải thu ngắn hạn__1,69393469064.0,62334262959.0,62241582345.0,67025912628.0,64108485833.0,56125119129.0,,,42079081767.0,,,,,,,,,,,,,,
..Phải thu khách hàng__1,62466770753.0,54910165587.0,56646798599.0,60289886804.0,48688817739.0,48606470812.0,,,35374338917.0,,,,,,,,,,,,,,
