field,[2021],[2019],[2018],[2017],[2016],[2015],[2014],[2013],[2012],[2011],[2010],[2009],[2008],[2007],[2006],[2005],[2004],[2003],[2002],[2001],[2020]
. Doanh thu bán hàng và cung cấp dịch vụ__1,76061039328.0,77406556386.0,76587187753.0,61576329647.0,73829969171.0,48000633800.0,71861683695.0,87540696876.0,102591761165.0,,82360974917.0,,292465010765.0,246852767594.0,,,,,,,
. Các khoản giảm trừ doanh thu__1,,,,,,,,,,,,,1018294432.0,1012089461.0,,,,,,,
. Doanh thu thuần về bán hàng và cung cấp dịch vụ__1,76061039328.0,77406556386.0,76587187753.0,61576329647.0,73829969171.0,48000633800.0,71861683695.0,87540696876.0,102591761165.0,,82360974917.0,,291446716333.0,245840678133.0,,,,,,,
. Giá vốn hàng bán__1,50286369229.0,53054754657.0,51868634771.0,40824566463.0,44139688731.0,24331322914.0,51621736961.0,77416340515.0,88262635196.0,,68085624950.0,,254622532676.0,211973033901.0,,,,,,,
. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ__1,25774670099.0,24351801729.0,24718552982.0,20751763184.0,29690280440.0,23669310886.0,20239946734.0,10124356361.0,14329125969.0,,14275349967.0,,36824183657.0,33867644232.0,,,,,,,
. Doanh thu hoạt động tài chính__1,6533527370.0,2525356734.0,1232877533.0,716214607.0,481041137.0,1209374990.0,45246886.0,93213171.0,465734118.0,,2301890519.0,,214567756.0,167162203.0,,,,,,,
. Chi phí tài chính__1,214056002.0,,,,,,,5200000.0,188436190.0,,,,992227445.0,566853370.0,,,,,,,
- Trong đó: Chi phí lãi vay__1,214056002.0,,,,,,,5200000.0,2222222.0,,,,728560805.0,402025649.0,,,,,,,
". Phần lãi lỗ hoặc lỗ trong công ty liên doanh, liên kết__1",,,,,,,,,,,,,,,,,,,,,
. Chi phí bán hàng__1,1858512119.0,1709991294.0,2248466054.0,1210666387.0,7088749610.0,10233357907.0,5977172473.0,1122540218.0,,,,,22366909606.0,21909366756.0,,,,,,,
. Chi phí quản lý doanh nghiệp__1,7659575551.0,7299206408.0,7488916398.0,7136475025.0,6809732671.0,4728489611.0,4953995033.0,4994223406.0,4155822085.0,,3249385305.0,,7933862562.0,6413414393.0,,,,,,,
. Lợi nhuận thuần từ hoạt động kinh doanh__1,22576053797.0,17867960761.0,16214048063.0,13120836379.0,16272839296.0,9916838358.0,9354026114.0,4095605907.0,10450601812.0,,13327855181.0,,5745751800.0,5145171916.0,,,,,,,
. Thu nhập khác__1,215877380.0,1694815925.0,648975637.0,1512948324.0,1135501265.0,870818140.0,1114353796.0,933007256.0,719334640.0,,1222348748.0,,826472130.0,360674523.0,,,,,,,
. Chi phí khác__1,600264669.0,340426800.0,343256533.0,357675177.0,412820190.0,468249042.0,1063791870.0,241792797.0,9773982.0,,296832921.0,,265298626.0,286596255.0,,,,,,,
. Lợi nhuận khác__1,-384387289.0,1354389125.0,305719104.0,1155273147.0,722681075.0,402569098.0,50561926.0,691214459.0,709560658.0,,925515827.0,,561173504.0,74078268.0,,,,,,,
