field,[2021],[2020],[2019],[2018],[2017],[2016],[2015],[2013],[2012],[2011],[2010],[2009],[2007],[2006],[2005],[2004],[2003],[2002],[2001],[2000],[2014],[2008]
. Doanh thu bán hàng và cung cấp dịch vụ__1,377971840359.0,214695201486.0,235186442292.0,180630891660.0,182920006383.0,56711234524.0,126899615393.0,14538184827.0,48670792340.0,71581373901.0,111966282893.0,91758666447.0,103634405866.0,,,,,,,,,
. Các khoản giảm trừ doanh thu__1,,,,,,,,165386166.0,175864246.0,176007768.0,175075843.0,9058002699.0,10470154606.0,,,,,,,,,
. Doanh thu thuần về bán hàng và cung cấp dịch vụ__1,377971840359.0,214695201486.0,235186442292.0,180630891660.0,182920006383.0,56711234524.0,126899615393.0,14372798661.0,48494928094.0,71405366133.0,111791207050.0,82700663748.0,93164251260.0,,,,,,,,,
. Giá vốn hàng bán__1,347547610132.0,212009955863.0,210849252310.0,170167022079.0,155362350030.0,47476862735.0,94257992326.0,28185200841.0,54735939186.0,52419090928.0,88874891836.0,70966836978.0,50823382139.0,,,,,,,,,
. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ__1,30424230227.0,2685245623.0,24337189982.0,10463869581.0,27557656353.0,9234371789.0,32641623067.0,-13812402180.0,-6241011092.0,18986275205.0,22916315214.0,11733826770.0,42340869121.0,,,,,,,,,
. Doanh thu hoạt động tài chính__1,2445901773.0,11786508.0,4373041672.0,92154678.0,18395499.0,14221915.0,555073390.0,108737671.0,286293830.0,1180675813.0,310799483.0,2949573214.0,1183235590.0,,,,,,,,,
. Chi phí tài chính__1,18447637921.0,15296377606.0,10334227857.0,3656337683.0,7388935015.0,3134602506.0,4634761690.0,2177698367.0,1809793177.0,2644945662.0,1918898397.0,819824738.0,3704089654.0,,,,,,,,,
- Trong đó: Chi phí lãi vay__1,13716802101.0,15296377606.0,11932463677.0,5401988558.0,4991048320.0,1282532000.0,3781945615.0,1308931840.0,1233400450.0,17775000.0,493682832.0,404097770.0,111811220.0,,,,,,,,,
". Phần lãi lỗ hoặc lỗ trong công ty liên doanh, liên kết__1",,,,,,,,,,,,,,,,,,,,,,
. Chi phí bán hàng__1,457782000.0,,,,,,53537641.0,320174194.0,174329780.0,335301853.0,1076937257.0,3517371749.0,4121118774.0,,,,,,,,,
. Chi phí quản lý doanh nghiệp__1,12513588239.0,11588212440.0,13783974318.0,15627421010.0,16392059797.0,4569790682.0,9650101021.0,7568399754.0,7856327593.0,7381049901.0,7179490558.0,4465454756.0,6998427929.0,,,,,,,,,
. Lợi nhuận thuần từ hoạt động kinh doanh__1,1451123840.0,-24187557915.0,4592029479.0,-8727734434.0,3795057040.0,1544200516.0,18858296105.0,-23769936824.0,-15795167812.0,9805653602.0,13051788485.0,5880748741.0,28700468354.0,,,,,,,,,
. Thu nhập khác__1,4708783296.0,4678343679.0,14795926528.0,6331491068.0,5475410646.0,1567186562.0,5011122312.0,5452681088.0,264310422.0,2645650477.0,2910335882.0,1854803082.0,126156129.0,,,,,,,,,
. Chi phí khác__1,1630770120.0,3521278457.0,2655394820.0,2400978185.0,5035790093.0,848234976.0,2409299921.0,3049170668.0,1325190024.0,3391819002.0,3444190630.0,108910713.0,5129071688.0,,,,,,,,,
. Lợi nhuận khác__1,3078013176.0,1157065222.0,12140531708.0,3930512883.0,439620553.0,718951586.0,2601822391.0,2403510420.0,-1060879602.0,-746168525.0,-533854748.0,1745892369.0,-5002915559.0,,,,,,,,,
. Tổng lợi nhuận kế toán trước thuế__1,4529137016.0,-23030492693.0,16732561187.0,-4797221551.0,4234677593.0,2263152102.0,21460118496.0,-20235620057.0,-16975418998.0,8954787312.0,12517933737.0,7626641110.0,23697552795.0,,,,,,,,,
. Chi phí thuế TNDN hiện hành__1,,,3959371199.0,4198970940.0,1231066154.0,,381088342.0,,,1345367577.0,1296173374.0,762664111.0,,,,,,,,,,
. Chi phí thuế TNDN hoãn lại__1,,,,,,,385238623.0,,,-385238623.0,,,,,,,,,,,,
