field,[2021],[2020],[2019],[2018],[2017],[2016],[2015],[2014],[2013],[2012],[2011],[2010],[2009],[2008],[2007],[2006],[2005],[2004],[2003],[2002]
. Doanh thu bán hàng và cung cấp dịch vụ__1,5204375249570.0,4433233896745.0,3730091248631.0,3813709652190.0,3262515325332.0,2256929361027.0,2888900275137.0,2900377298770.0,2187409325488.0,1548866144312.0,1918220159464.0,1477274999305.0,940084023992.0,1017312286059.0,999763571406.0,925197008975.0,970806617777.0,,,
. Các khoản giảm trừ doanh thu__1,5270395580.0,18016708010.0,20500116854.0,7049512546.0,13921084748.0,4754402975.0,12179634577.0,19615275739.0,3015730680.0,12791928919.0,19043853192.0,7253988126.0,,,,,,,,
. Doanh thu thuần về bán hàng và cung cấp dịch vụ__1,5199104853990.0,4415217188735.0,3709591131777.0,3806660139644.0,3248594240584.0,2252174958052.0,2876720640560.0,2880762023031.0,2184393594808.0,1536074215393.0,1899176306272.0,1470021011179.0,940084023992.0,1017312286059.0,999763571406.0,925197008975.0,970806617777.0,,,
. Giá vốn hàng bán__1,4669821259341.0,3985521697749.0,3284871133485.0,3411980036822.0,2976100783797.0,2076468415826.0,2604869702878.0,2652806715704.0,2050790262647.0,1435105381192.0,1782394995514.0,1369099274945.0,889302863050.0,929470516079.0,920116076433.0,846115984827.0,888365766482.0,,,
. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ__1,529283594649.0,429695490986.0,424719998292.0,394680102822.0,272493456787.0,175706542226.0,271850937682.0,227955307327.0,133603332161.0,100968834201.0,116781310758.0,100921736234.0,50781160942.0,87841769980.0,79647494973.0,79081024148.0,82440851295.0,,,
. Doanh thu hoạt động tài chính__1,54206290006.0,33336499513.0,18187726471.0,11164452917.0,19893231242.0,16170288466.0,17433210404.0,10205916795.0,11314463041.0,8981008523.0,47267180500.0,19131595455.0,38370744832.0,8916800100.0,3870481132.0,1069485657.0,1012172003.0,,,
. Chi phí tài chính__1,33362463102.0,22641581774.0,21407362676.0,34207322707.0,35365166481.0,20516257596.0,48460119843.0,18372065922.0,17674259301.0,30405222266.0,53193205966.0,27233434567.0,27340317887.0,34151199060.0,12771437872.0,6532595242.0,9363017466.0,,,
- Trong đó: Chi phí lãi vay__1,14458382847.0,13928794662.0,16715838481.0,23168961229.0,29897785230.0,13933381616.0,15848117857.0,12978085957.0,10770980700.0,29189859516.0,36093797331.0,20711146874.0,19445164724.0,20053927491.0,9838092817.0,5279523296.0,9173644410.0,,,
". Phần lãi lỗ hoặc lỗ trong công ty liên doanh, liên kết__1",,,,,,,,,,,,,,,,,,,,
. Chi phí bán hàng__1,197034411564.0,146544353997.0,118076216666.0,101363997617.0,86736486071.0,56817720508.0,84637860656.0,80039487787.0,61624751665.0,51696243339.0,59059007162.0,43692691837.0,32804372022.0,39583716889.0,33983098101.0,35613590103.0,35972029223.0,,,
. Chi phí quản lý doanh nghiệp__1,67321304029.0,57710537637.0,69135355017.0,76601923733.0,44953809060.0,36581939685.0,60631362212.0,61601482456.0,30631779837.0,22073809635.0,23985357185.0,24777882674.0,13389161202.0,11301324004.0,9179460542.0,9685006711.0,8887615284.0,,,
. Lợi nhuận thuần từ hoạt động kinh doanh__1,285771705960.0,236135517091.0,234288790404.0,193671311682.0,125331226417.0,77960912903.0,95554805375.0,78148187957.0,34987004399.0,5774567484.0,27810920945.0,24349322611.0,15618054663.0,11722330127.0,27583979590.0,28319317749.0,29230361325.0,,,
. Thu nhập khác__1,3201153563.0,789546222.0,2272404455.0,427966194.0,130210887.0,103135137.0,10607752627.0,1546734570.0,837203636.0,967849836.0,768390092.0,2159478163.0,87108754.0,602637637.0,194320218.0,3799815458.0,702953151.0,,,
. Chi phí khác__1,10636156.0,398198041.0,573199444.0,72558828.0,569304542.0,41259000.0,1508903618.0,1143327084.0,238854115.0,16294272.0,17500000.0,926783173.0,,28000000.0,7087136.0,224747718.0,157965184.0,,,
. Lợi nhuận khác__1,3190517407.0,391348181.0,1699205011.0,355407366.0,-439093655.0,61876137.0,9098849009.0,403407486.0,598349521.0,951555564.0,750890092.0,1232694990.0,87108754.0,574637637.0,187233082.0,3575067740.0,544987967.0,,,
. Tổng lợi nhuận kế toán trước thuế__1,288962223367.0,236526865272.0,235987995415.0,194026719048.0,124892132762.0,78022789040.0,104653654384.0,78551595443.0,35585353920.0,6726123048.0,28561811037.0,25582017601.0,15705163417.0,12296967764.0,27771212672.0,31894385489.0,29775349292.0,,,
. Chi phí thuế TNDN hiện hành__1,640230713.0,13181733928.0,6703636324.0,15516090979.0,2680986500.0,4009430003.0,6538523678.0,17136728066.0,2847376040.0,629723441.0,179101237.0,-1212283074.0,1742672257.0,145986880.0,276426139.0,313744605.0,,,,
. Chi phí thuế TNDN hoãn lại__1,1232604507.0,-2617814995.0,-491542019.0,-1985248521.0,-109420413.0,168647651.0,751875349.0,-1375370600.0,,,,,,,,,,,,
. Lợi nhuận sau thuế thu nhập doanh nghiệp__1,287089388147.0,225962946339.0,229775901110.0,180495876590.0,122320566675.0,73844711386.0,97363255357.0,62790237977.0,32737977880.0,6096399607.0,28382709800.0,26794300675.0,13962491160.0,12150980884.0,27494786533.0,31580640884.0,29775349292.0,,,
. Lợi ích của cổ đông thiểu số__1,20051219813.0,,,,,,,,,,,,,,,,,,,
. Lợi nhuận sau thuế của công ty mẹ__1,267038168334.0,225962946339.0,229775901110.0,180495876590.0,122320566675.0,73844711386.0,97363255357.0,62790237977.0,32737977880.0,6096399607.0,28382709800.0,26794300675.0,13962491160.0,12150980884.0,27494786533.0,31580640884.0,29775349292.0,,,
. Lãi cơ bản trên cổ phiếu__1,4677.0,4607.0,5468.0,3888.0,3296.0,2242.0,3967.0,4936.0,2946.0,844.0,3930.0,3717.0,1890.0,1564.0,4238.0,5263.0,,,,
. Lãi suy giảm trên cổ phiếu__1,4677.0,4607.0,5468.0,,3296.0,2242.0,3967.0,,,,,,,,,,,,,
. Cổ tức__1,,,,,,,,,,,,,,,,,,,,
. Phần lãi (lỗ thuần) trong công ty liên doanh/liên kết__1,,,,,,,,,,,,,,,,,,,,
I - TÀI SẢN NGẮN HẠN__1,2150121694079.0,1221006445462.0,1098182717496.0,1187087360011.0,1384649740016.0,1237867551370.0,1091370104923.0,999101600801.0,605705321196.0,329652559046.0,651541651196.0,379761514665.0,505691248415.0,213216905612.0,279387544774.0,139351928992.0,129186759831.0,,,
. Tiền và các khoản tương đương tiền__1,769592318292.0,268186019385.0,244106573376.0,26594499011.0,62079319246.0,193459638522.0,322682142491.0,261983365391.0,151574117885.0,12737734830.0,134547002631.0,40590243550.0,282929316898.0,1251425338.0,2668098737.0,7697981175.0,34891543575.0,,,
..Tiền__1,380655331543.0,95376734831.0,16939748376.0,6200499011.0,6279319246.0,14459638522.0,70773180074.0,122583365391.0,33774117885.0,12737734830.0,134547002631.0,40590243550.0,119661941898.0,1251425338.0,2668098737.0,7697981175.0,34891543575.0,,,
