field,[2021],[2020],[2019],[2018],[2017],[2016],[2015],[2014],[2013],[2012],[2011],[2010],[2009],[2008],[2007],[2006],[2005],[2004],[2003],[2002],[2001],[2000]
. Doanh thu bán hàng và cung cấp dịch vụ__1,140361770367.0,82300939815.0,17818300754.0,61999707208.0,154505945299.0,94333570637.0,242539543683.0,171193144247.0,,,,,,,,,,,,,,
. Các khoản giảm trừ doanh thu__1,,,,,,,,,,,,,,,,,,,,,,
. Doanh thu thuần về bán hàng và cung cấp dịch vụ__1,140361770367.0,82300939815.0,17818300754.0,61999707208.0,154505945299.0,94333570637.0,242539543683.0,171193144247.0,,,,,,,,,,,,,,
. Giá vốn hàng bán__1,139691340718.0,81602680620.0,17007039740.0,60591147377.0,150259829308.0,91875965652.0,225651142525.0,157473259391.0,,,,,,,,,,,,,,
. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ__1,670429649.0,698259195.0,811261014.0,1408559831.0,4246115991.0,2457604985.0,16888401158.0,13719884856.0,,,,,,,,,,,,,,
. Doanh thu hoạt động tài chính__1,1410524.0,41177.0,41657.0,263159.0,1414427344.0,4315370558.0,9023886698.0,5820053594.0,,,,,,,,,,,,,,
. Chi phí tài chính__1,-1053484459.0,1053484459.0,,,,,78248843.0,31533401.0,,,,,,,,,,,,,,
- Trong đó: Chi phí lãi vay__1,,,,,,,78248843.0,31533401.0,,,,,,,,,,,,,,
". Phần lãi lỗ hoặc lỗ trong công ty liên doanh, liên kết__1",,,,,,,,,,,,,,,,,,,,,,
. Chi phí bán hàng__1,,,,1184383871.0,,530282500.0,1131224000.0,1369876527.0,,,,,,,,,,,,,,
. Chi phí quản lý doanh nghiệp__1,695129096.0,637837544.0,543869009.0,,2197351674.0,1863990277.0,3801086634.0,2720104208.0,,,,,,,,,,,,,,
. Lợi nhuận thuần từ hoạt động kinh doanh__1,1030195536.0,-993021631.0,267433662.0,224439119.0,3463191661.0,4378702766.0,20901728379.0,15418424314.0,,,,,,,,,,,,,,
. Thu nhập khác__1,,,552.0,,4400.0,15025646.0,100000005.0,,,,,,,,,,,,,,,
. Chi phí khác__1,5426019.0,3051314493.0,209533911.0,2980000.0,351313351.0,1077143448.0,1441302687.0,36283144.0,,,,,,,,,,,,,,
