field,[2021],[2020],[2019],[2018],[2017],[2016],[2015],[2014],[2013],[2012],[2011],[2010],[2009],[2008],[2007],[2006],[2005],[2004],[2003],[2002],[2001],[1999]
. Doanh thu bán hàng và cung cấp dịch vụ__1,13059307162962.0,12768778189832.0,12584361969826.0,11498922699071.0,11152716360693.0,9384313539225.0,11473471274704.0,,,,,,,,,,,,,,,
. Các khoản giảm trừ doanh thu__1,,,,,,,,,,,,,,,,,,,,,,
. Doanh thu thuần về bán hàng và cung cấp dịch vụ__1,13059307162962.0,12768778189832.0,12584361969826.0,11498922699071.0,11152716360693.0,9384313539225.0,11473471274704.0,,,,,,,,,,,,,,,
. Giá vốn hàng bán__1,11571698306466.0,11021487992022.0,10833202234462.0,9557335156474.0,9411383805630.0,8029361500407.0,9732089470832.0,,,,,,,,,,,,,,,
. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ__1,1487608856496.0,1747290197810.0,1751159735364.0,1941587542597.0,1741332555063.0,1354952038818.0,1741381803872.0,,,,,,,,,,,,,,,
. Doanh thu hoạt động tài chính__1,421621115613.0,279236708110.0,46773611905.0,26549529742.0,71931196768.0,43811644431.0,204104601718.0,,,,,,,,,,,,,,,
. Chi phí tài chính__1,718026280932.0,1010718231362.0,917121632382.0,1168358031777.0,919234250913.0,641506277922.0,2257362784564.0,,,,,,,,,,,,,,,
- Trong đó: Chi phí lãi vay__1,381297834324.0,511976325877.0,656730884623.0,767045391538.0,837653420264.0,846531743267.0,830340230612.0,,,,,,,,,,,,,,,
". Phần lãi lỗ hoặc lỗ trong công ty liên doanh, liên kết__1",,,,,,,,,,,,,,,,,,,,,,
. Chi phí bán hàng__1,2579519376.0,2197216586.0,2894025005.0,2498619271.0,2348151589.0,2015565664.0,1952869104.0,,,,,,,,,,,,,,,
. Chi phí quản lý doanh nghiệp__1,300424274544.0,304733502381.0,294122390114.0,218110171379.0,215044985803.0,203511574146.0,190124672775.0,,,,,,,,,,,,,,,
. Lợi nhuận thuần từ hoạt động kinh doanh__1,888199897257.0,708877955591.0,583795299768.0,579170249912.0,676636363526.0,551730265517.0,-503953920853.0,,,,,,,,,,,,,,,
. Thu nhập khác__1,80241228229.0,1430435496.0,23728438048.0,12897948883.0,8210485030.0,808218691.0,4063881428.0,,,,,,,,,,,,,,,
. Chi phí khác__1,3642547150.0,11731429118.0,7597350583.0,8439724627.0,2330932808.0,13780375313.0,12559291107.0,,,,,,,,,,,,,,,
. Lợi nhuận khác__1,76598681079.0,-10300993622.0,16131087465.0,4458224256.0,5879552222.0,-12972156622.0,-8495409679.0,,,,,,,,,,,,,,,
. Tổng lợi nhuận kế toán trước thuế__1,964798578336.0,698576961969.0,599926387233.0,583628474168.0,682515915748.0,538758108895.0,-512449330532.0,,,,,,,,,,,,,,,
. Chi phí thuế TNDN hiện hành__1,65869644398.0,185597469924.0,147397969271.0,46820100682.0,,,,,,,,,,,,,,,,,,
. Chi phí thuế TNDN hoãn lại__1,-8341875242.0,-73085802832.0,-110434894390.0,73867428541.0,4554055224.0,24944730756.0,,,,,,,,,,,,,,,,
. Lợi nhuận sau thuế thu nhập doanh nghiệp__1,907270809180.0,586065294877.0,562963312352.0,462940944945.0,677961860524.0,513813378139.0,-512449330532.0,,,,,,,,,,,,,,,
. Lợi ích của cổ đông thiểu số__1,-1175713444.0,76035545246.0,1463465093.0,-35719477607.0,-10138168148.0,471358203606.0,-37448391868.0,,,,,,,,,,,,,,,
. Lợi nhuận sau thuế của công ty mẹ__1,908446522624.0,510029749631.0,561499847259.0,498660422552.0,688100028672.0,42455174533.0,-475000938664.0,,,,,,,,,,,,,,,
. Lãi cơ bản trên cổ phiếu__1,1336.0,750.0,826.0,733.0,1012.0,693.0,,,,,,,,,,,,,,,,
. Lãi suy giảm trên cổ phiếu__1,,,,,,,,,,,,,,,,,,,,,,
. Cổ tức__1,,,,,,,,,,,,,,,,,,,,,,
. Phần lãi (lỗ thuần) trong công ty liên doanh/liên kết__1,,,,,,,,,,,,,,,,,,,,,,
I - TÀI SẢN NGẮN HẠN__1,4205178454658.0,3516984751427.0,3523316145250.0,,2714421477382.0,2437298720880.0,3498157903391.0,,,,,,,,,,,,,,,
. Tiền và các khoản tương đương tiền__1,146498583651.0,452628280002.0,305151834284.0,,103747498151.0,350352719847.0,60951887791.0,,,,,,,,,,,,,,,
..Tiền__1,146498583651.0,436628280002.0,288151834284.0,,53747498151.0,64352719847.0,60951887791.0,,,,,,,,,,,,,,,
