field,[2021],[2019],[2018],[2017],[2016],[2015],[2014],[2013],[2012],[2011],[2010],[2009],[2008],[2007],[2006],[2005],[2004],[2003],[2002],[2001],[2020],[2000]
. Doanh thu bán hàng và cung cấp dịch vụ__1,13622656494.0,41084911440.0,146156743242.0,182826061517.0,232154069088.0,167184667953.0,,79796539772.0,128114837820.0,189995032870.0,256833194787.0,152035060998.0,146814043347.0,,,,,,,,,
. Các khoản giảm trừ doanh thu__1,1000000000.0,,,169150909.0,,,,510580273.0,71062818.0,132774287.0,18433562.0,71212988.0,319873360.0,,,,,,,,,
. Doanh thu thuần về bán hàng và cung cấp dịch vụ__1,12622656494.0,41084911440.0,146156743242.0,182656910608.0,232154069088.0,167184667953.0,,79285959499.0,128043775002.0,189862258583.0,256814761225.0,151963848010.0,146494169987.0,,,,,,,,,
. Giá vốn hàng bán__1,7522269012.0,36596574764.0,141479943005.0,170432397729.0,204379905104.0,141037865173.0,,68587970333.0,111453444474.0,165129259672.0,199052503551.0,129972483304.0,119333502873.0,,,,,,,,,
. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ__1,5100387482.0,4488336676.0,4676800237.0,12224512879.0,27774163984.0,26146802780.0,,10697989166.0,16590330528.0,24732998911.0,57762257674.0,21991364706.0,27160667114.0,,,,,,,,,
. Doanh thu hoạt động tài chính__1,118831.0,1139044.0,5013132.0,11944660.0,21846601.0,39618779.0,,83187078.0,61469009.0,136948742.0,75465129.0,25791403.0,137667559.0,,,,,,,,,
. Chi phí tài chính__1,3963512612.0,4918968205.0,4253303522.0,5149998306.0,7125643857.0,7252802396.0,,9576530013.0,18991099283.0,16007530403.0,12425325112.0,5785787171.0,2559151135.0,,,,,,,,,
- Trong đó: Chi phí lãi vay__1,2514580641.0,3635825488.0,4253303522.0,4494528818.0,7090153034.0,6843859788.0,,7779558402.0,11195569258.0,13598921440.0,11454881830.0,5350715329.0,,,,,,,,,,
". Phần lãi lỗ hoặc lỗ trong công ty liên doanh, liên kết__1",,,,,,,,,,,,,,,,,,,,,,
. Chi phí bán hàng__1,709941493.0,,311523159.0,2365610550.0,4445535031.0,11758369396.0,,7809422040.0,9381084679.0,18753797986.0,21209036415.0,8270168955.0,7055790304.0,,,,,,,,,
. Chi phí quản lý doanh nghiệp__1,,-398124184.0,13440750712.0,31874711577.0,14334123904.0,13887968862.0,,11943012417.0,13606094294.0,10459030689.0,16568181787.0,7972215589.0,10583751033.0,,,,,,,,,
