field,[2021],[2020],[2018],[2017],[2016],[2015],[2014],[2013],[2012],[2011],[2010],[2009],[2008],[2007],[2006],[2005],[2004],[2003],[2002],[2001],[2019],[2000],[1998]
. Doanh thu bán hàng và cung cấp dịch vụ__1,,,9374800000.0,107042395853.0,41422385023.0,59142163636.0,1726747727.0,,,,,,,,,,,,,,,,
. Các khoản giảm trừ doanh thu__1,,,,,8384000000.0,,,,,,,,,,,,,,,,,,
. Doanh thu thuần về bán hàng và cung cấp dịch vụ__1,,,9374800000.0,107042395853.0,33038385023.0,59142163636.0,1726747727.0,,,,,,,,,,,,,,,,
. Giá vốn hàng bán__1,,,8303026500.0,103860962502.0,30948377068.0,50856081468.0,,,,,,,,,,,,,,,,,
. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ__1,,,1071773500.0,3181433351.0,2090007955.0,8286082168.0,1726747727.0,,,,,,,,,,,,,,,,
. Doanh thu hoạt động tài chính__1,7635984.0,570.0,15983.0,45951436.0,966699.0,1140943.0,289264.0,,,,,,,,,,,,,,,,
. Chi phí tài chính__1,158550.0,2118658871.0,1484949464.0,442900000.0,713135567.0,1654566649.0,2761697725.0,,,,,,,,,,,,,,,,
- Trong đó: Chi phí lãi vay__1,,2112180033.0,1484949464.0,442900000.0,713135567.0,1654566649.0,2761697725.0,,,,,,,,,,,,,,,,
". Phần lãi lỗ hoặc lỗ trong công ty liên doanh, liên kết__1",,,,,,,,,,,,,,,,,,,,,,,
. Chi phí bán hàng__1,,,,1347127723.0,,,,,,,,,,,,,,,,,,,
. Chi phí quản lý doanh nghiệp__1,4238450565.0,10796842357.0,11456503896.0,,923874917.0,450490708.0,896513542.0,,,,,,,,,,,,,,,,
. Lợi nhuận thuần từ hoạt động kinh doanh__1,-4230973131.0,-12915500658.0,-11869663877.0,1437357064.0,453964170.0,6182165754.0,-1931174276.0,,,,,,,,,,,,,,,,
. Thu nhập khác__1,7128547613.0,,,23601115.0,,580951388.0,6512500000.0,,,,,,,,,,,,,,,,
. Chi phí khác__1,75140786.0,30000000.0,1933163.0,8456859.0,,990616.0,,,,,,,,,,,,,,,,,
. Lợi nhuận khác__1,7053406827.0,-30000000.0,-1933163.0,15144256.0,,579960772.0,6512500000.0,,,,,,,,,,,,,,,,
. Tổng lợi nhuận kế toán trước thuế__1,2822433696.0,-12945500658.0,-11871597040.0,1452501320.0,453964170.0,6762126526.0,4581325724.0,,,,,,,,,,,,,,,,
. Chi phí thuế TNDN hiện hành__1,,,,292191636.0,90792834.0,1352425305.0,32264547.0,,,,,,,,,,,,,,,,
. Chi phí thuế TNDN hoãn lại__1,,,,,,,,,,,,,,,,,,,,,,,
. Lợi nhuận sau thuế thu nhập doanh nghiệp__1,2822433696.0,-12945500658.0,-11871597040.0,1160309684.0,363171336.0,5409701221.0,4549061177.0,,,,,,,,,,,,,,,,
. Lợi ích của cổ đông thiểu số__1,,,,,,,,,,,,,,,,,,,,,,,
. Lợi nhuận sau thuế của công ty mẹ__1,2822433696.0,-12945500658.0,-11871597040.0,1160309684.0,363171336.0,5409701221.0,4549061177.0,,,,,,,,,,,,,,,,
. Lãi cơ bản trên cổ phiếu__1,185.0,-851.0,-780.0,76.0,24.0,879.0,344626.0,,,,,,,,,,,,,,,,
. Lãi suy giảm trên cổ phiếu__1,185.0,-851.0,-780.0,,24.0,879.0,,,,,,,,,,,,,,,,,
. Cổ tức__1,,,,,,,,,,,,,,,,,,,,,,,
. Phần lãi (lỗ thuần) trong công ty liên doanh/liên kết__1,,,,,,,,,,,,,,,,,,,,,,,
I - TÀI SẢN NGẮN HẠN__1,77516188036.0,16598641330.0,158565189812.0,161889990424.0,169683220512.0,143889082677.0,,,,,,,,,,,,,,,28122566273.0,,
. Tiền và các khoản tương đương tiền__1,920416809.0,127047236.0,468270695.0,588062193.0,103082447.0,562133520.0,,,,,,,,,,,,,,,442009174.0,,
..Tiền__1,920416809.0,127047236.0,468270695.0,588062193.0,103082447.0,562133520.0,,,,,,,,,,,,,,,442009174.0,,
..Các khoản tương đương tiền__1,,,,,,,,,,,,,,,,,,,,,,,
. Các khoản đầu tư tài chính ngắn hạn__1,,,,,1924093698.0,,,,,,,,,,,,,,,,,,
.. Chứng khoán kinh doanh__1,,,,,1924093698.0,,,,,,,,,,,,,,,,,,
.. Dự phòng giảm giá chứng khoán kinh doanh__1,,,,,,,,,,,,,,,,,,,,,,,
.. Đầu tư nắm giữ đến ngày đáo hạn__1,,,,,,,,,,,,,,,,,,,,,,,
. Các khoản phải thu ngắn hạn__1,76319237250.0,16165611750.0,157997094204.0,161284992437.0,159561223180.0,142274815407.0,,,,,,,,,,,,,,,27375385273.0,,
..Phải thu khách hàng__1,16595518636.0,16595518636.0,42023978636.0,32649178636.0,24074817773.0,12760175500.0,,,,,,,,,,,,,,,16595518636.0,,
..Trả trước cho người bán__1,427000000.0,1532243000.0,105534000000.0,100280000000.0,33128000000.0,273000000.0,,,,,,,,,,,,,,,1532243000.0,,
