field,[2021],[2020],[2019],[2018],[2017],[2016],[2015],[2014],[2013],[2012],[2011],[2010],[2009],[2008],[2007],[2006],[2005],[2004],[2003],[2002]
. Doanh thu bán hàng và cung cấp dịch vụ__1,59633327636.0,58428462646.0,58493327748.0,55858872028.0,55688320912.0,49851509997.0,37218074447.0,,,,,,,,,,,,,
. Các khoản giảm trừ doanh thu__1,,,,,,,,,,,,,,,,,,,,
. Doanh thu thuần về bán hàng và cung cấp dịch vụ__1,59633327636.0,58428462646.0,58493327748.0,55858872028.0,55688320912.0,49851509997.0,37218074447.0,,,,,,,,,,,,,
. Giá vốn hàng bán__1,48417573163.0,47223793316.0,46523522907.0,45191125021.0,44225399996.0,40641257015.0,30985771725.0,,,,,,,,,,,,,
. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ__1,11215754473.0,11204669330.0,11969804841.0,10667747007.0,11462920916.0,9210252982.0,6232302722.0,,,,,,,,,,,,,
. Doanh thu hoạt động tài chính__1,188816510.0,534686756.0,383123491.0,84950982.0,48021884.0,1059159910.0,20049161.0,,,,,,,,,,,,,
. Chi phí tài chính__1,170354368.0,458177952.0,308556888.0,756839092.0,343911657.0,1237311711.0,14300000.0,,,,,,,,,,,,,
- Trong đó: Chi phí lãi vay__1,140885067.0,112123827.0,124334239.0,228421604.0,343911657.0,159094093.0,,,,,,,,,,,,,,
". Phần lãi lỗ hoặc lỗ trong công ty liên doanh, liên kết__1",,,,,,,,,,,,,,,,,,,,
. Chi phí bán hàng__1,,,,,10043457335.0,9127108409.0,,,,,,,,,,,,,,
. Chi phí quản lý doanh nghiệp__1,9083367290.0,9259990231.0,10907504681.0,9018371197.0,,,5984165435.0,,,,,,,,,,,,,
. Lợi nhuận thuần từ hoạt động kinh doanh__1,2150849325.0,2021187903.0,1136866763.0,977487700.0,1123573808.0,-95007228.0,253886448.0,,,,,,,,,,,,,
. Thu nhập khác__1,239954100.0,261235674.0,669942830.0,520263939.0,717135068.0,866158250.0,566113552.0,,,,,,,,,,,,,
. Chi phí khác__1,182037422.0,269847239.0,7592768.0,2380320.0,508396522.0,,,,,,,,,,,,,,,
. Lợi nhuận khác__1,57916678.0,-8611565.0,662350062.0,517883619.0,208738546.0,866158250.0,566113552.0,,,,,,,,,,,,,
. Tổng lợi nhuận kế toán trước thuế__1,2208766003.0,2012576338.0,1799216825.0,1495371319.0,1332312354.0,771151022.0,820000000.0,,,,,,,,,,,,,
. Chi phí thuế TNDN hiện hành__1,478116837.0,288341239.0,359910365.0,299550328.0,267493008.0,154230204.0,180400000.0,,,,,,,,,,,,,
. Chi phí thuế TNDN hoãn lại__1,,,,,,,,,,,,,,,,,,,,
. Lợi nhuận sau thuế thu nhập doanh nghiệp__1,1730649166.0,1724235099.0,1439306460.0,1195820991.0,1064819346.0,616920818.0,639600000.0,,,,,,,,,,,,,
. Lợi ích của cổ đông thiểu số__1,,,,,,,,,,,,,,,,,,,,
. Lợi nhuận sau thuế của công ty mẹ__1,1730649166.0,1724235099.0,1439306460.0,1195820991.0,1064819346.0,616920818.0,639600000.0,,,,,,,,,,,,,
. Lãi cơ bản trên cổ phiếu__1,7.0,7.0,37.0,5.0,5.0,16.0,,,,,,,,,,,,,,
. Lãi suy giảm trên cổ phiếu__1,7.0,,,,,,,,,,,,,,,,,,,
. Cổ tức__1,,,,,,,,,,,,,,,,,,,,
. Phần lãi (lỗ thuần) trong công ty liên doanh/liên kết__1,,,,,,,,,,,,,,,,,,,,
I - TÀI SẢN NGẮN HẠN__1,23852294754.0,33108427277.0,39696941907.0,31483848298.0,19909931846.0,31092469787.0,53872177631.0,,,,,,,,,,,,,
. Tiền và các khoản tương đương tiền__1,6129850678.0,9300362176.0,26110958348.0,15119234538.0,3472662833.0,12225534499.0,5082121949.0,,,,,,,,,,,,,
