field,[2021],[2020],[2019],[2018],[2017],[2016],[2015],[2014],[2013],[2012],[2011],[2010],[2009],[2008],[2007],[2006],[2005],[2004],[2003],[2002]
. Doanh thu bán hàng và cung cấp dịch vụ__1,,1009420817029.0,1450643321702.0,1151753190389.0,1227231296532.0,1197763904807.0,1096568111489.0,,,,,,,,,,,,,
. Các khoản giảm trừ doanh thu__1,,759592335.0,3152381175.0,539650559.0,1794161751.0,915675340.0,845818577.0,,,,,,,,,,,,,
. Doanh thu thuần về bán hàng và cung cấp dịch vụ__1,,1008661224694.0,1447490940527.0,1151213539830.0,1225437134781.0,1196848229467.0,1095722292912.0,,,,,,,,,,,,,
. Giá vốn hàng bán__1,,914605326894.0,1341755235966.0,1046962984035.0,1112528311069.0,1091188971563.0,997032665040.0,,,,,,,,,,,,,
. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ__1,,94055897800.0,105735704561.0,104250555795.0,112908823712.0,105659257904.0,98689627872.0,,,,,,,,,,,,,
. Doanh thu hoạt động tài chính__1,,2918448707.0,3656615399.0,1733296234.0,749627808.0,1465306006.0,7259532745.0,,,,,,,,,,,,,
. Chi phí tài chính__1,,37727648340.0,42343137371.0,32295846528.0,27413896356.0,21398909526.0,15327239205.0,,,,,,,,,,,,,
- Trong đó: Chi phí lãi vay__1,,33828515068.0,39593588185.0,29720121369.0,24365054277.0,17226114393.0,9412644268.0,,,,,,,,,,,,,
. Chi phí bán hàng__1,,28685267254.0,32430147361.0,40650267659.0,35254068078.0,36788253781.0,39660096851.0,,,,,,,,,,,,,
. Chi phí quản lý doanh nghiệp__1,,31785777907.0,30994561245.0,29897361006.0,32083283562.0,31361425286.0,31115574500.0,,,,,,,,,,,,,
. Lợi nhuận thuần từ hoạt động kinh doanh__1,,7367759402.0,9481465019.0,8253828734.0,23904691379.0,23191297195.0,19846250061.0,,,,,,,,,,,,,
. Thu nhập khác__1,,180225375.0,70938383.0,242731815.0,281354845.0,394949767.0,449860099.0,,,,,,,,,,,,,
. Chi phí khác__1,,288287107.0,1152237507.0,1073439208.0,66110567.0,352236409.0,353610331.0,,,,,,,,,,,,,
. Lợi nhuận khác__1,,-108061732.0,-1081299124.0,-830707393.0,215244278.0,42713358.0,96249768.0,,,,,,,,,,,,,
. Phần lãi (lỗ thuần) trong công ty liên doanh/liên kết__1,,,,,,,,,,,,,,,,,,,,
