field,[2021],[2020],[2019],[2018],[2017],[2016],[2015],[2014],[2013],[2012],[2011],[2010],[2009],[2008],[2007],[2006],[2005],[2004],[2003],[2002],[2001]
. Doanh thu bán hàng và cung cấp dịch vụ__1,,58595977666.0,53155002409.0,56535566038.0,37021106678.0,13659207635.0,33442085354.0,,,,,,,,,,,,,,
. Các khoản giảm trừ doanh thu__1,,,,15657000.0,,,,,,,,,,,,,,,,,
. Doanh thu thuần về bán hàng và cung cấp dịch vụ__1,,58595977666.0,53155002409.0,56519909038.0,37021106678.0,13659207635.0,33442085354.0,,,,,,,,,,,,,,
. Giá vốn hàng bán__1,,48559221488.0,44092362257.0,47977286135.0,28528336045.0,11679115745.0,27846024029.0,,,,,,,,,,,,,,
. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ__1,,10036756178.0,9062640152.0,8542622903.0,8492770633.0,1980091890.0,5596061325.0,,,,,,,,,,,,,,
. Doanh thu hoạt động tài chính__1,,14866146.0,23597077.0,94456610.0,87513662.0,6877202.0,177245287.0,,,,,,,,,,,,,,
. Chi phí tài chính__1,,,,,,,,,,,,,,,,,,,,,
- Trong đó: Chi phí lãi vay__1,,,,,,,,,,,,,,,,,,,,,
. Chi phí bán hàng__1,,,,,,,,,,,,,,,,,,,,,
. Chi phí quản lý doanh nghiệp__1,,6909019368.0,6051834726.0,5929814476.0,5551536194.0,1729644385.0,3982556242.0,,,,,,,,,,,,,,
. Lợi nhuận thuần từ hoạt động kinh doanh__1,,3142602956.0,3034402503.0,2707265037.0,3028748101.0,257324707.0,1790750370.0,,,,,,,,,,,,,,
. Thu nhập khác__1,,,,,25147509.0,,246992649.0,,,,,,,,,,,,,,
. Chi phí khác__1,,171722640.0,252479480.0,48852789.0,5000000.0,32747636.0,13037412.0,,,,,,,,,,,,,,
. Lợi nhuận khác__1,,-171722640.0,-252479480.0,-48852789.0,20147509.0,-32747636.0,233955237.0,,,,,,,,,,,,,,
. Phần lãi (lỗ thuần) trong công ty liên doanh/liên kết__1,,,,,,,,,,,,,,,,,,,,,
. Tổng lợi nhuận kế toán trước thuế__1,,2970880316.0,2781923023.0,2658412248.0,3048895610.0,224577071.0,2024705607.0,,,,,,,,,,,,,,
. Chi phí thuế TNDN hiện hành__1,,455100934.0,621832501.0,554773007.0,616079122.0,51464941.0,448303464.0,,,,,,,,,,,,,,
. Chi phí thuế TNDN hoãn lại__1,,,,,,,,,,,,,,,,,,,,,
. Lợi nhuận sau thuế thu nhập doanh nghiệp__1,,2515779382.0,2160090522.0,2103639241.0,2432816488.0,173112130.0,1576402143.0,,,,,,,,,,,,,,
. Lợi ích của cổ đông thiểu số__1,,,,,,,,,,,,,,,,,,,,,
. Lợi nhuận sau thuế của công ty mẹ__1,,2515779382.0,2160090522.0,2103639241.0,2432816488.0,173112130.0,1576402143.0,,,,,,,,,,,,,,
. Lãi cơ bản trên cổ phiếu__1,,1965.0,1688.0,1643.0,1901.0,135.0,,,,,,,,,,,,,,,
. Cổ tức__1,,,,,,,,,,,,,,,,,,,,,
. Lãi suy giảm trên cổ phiếu__1,,,,,,,,,,,,,,,,,,,,,
". Phần lãi lỗ hoặc lỗ trong công ty liên doanh, liên kết__1",,,,,,,,,,,,,,,,,,,,,
I - TÀI SẢN NGẮN HẠN__1,,15328608836.0,14769474401.0,24087838364.0,13477219258.0,9601172699.0,6809883443.0,,,,,,,,,,,,,,
