field,[2021],[2020],[2019],[2018],[2017],[2016],[2015],[2014],[2013],[2012],[2011],[2010],[2009],[2008],[2007],[2006],[2005],[2004],[2003],[2002]
. Doanh thu bán hàng và cung cấp dịch vụ__1,351976448149.0,,,188358100972.0,123803175818.0,220530433000.0,187407905626.0,,,,,,,,,,,,,
. Các khoản giảm trừ doanh thu__1,,,,,,,,,,,,,,,,,,,,
. Doanh thu thuần về bán hàng và cung cấp dịch vụ__1,351976448149.0,,,188358100972.0,123803175818.0,220530433000.0,187407905626.0,,,,,,,,,,,,,
. Giá vốn hàng bán__1,325825377210.0,,,158411496067.0,92275807942.0,191067800085.0,163606277764.0,,,,,,,,,,,,,
. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ__1,26151070939.0,,,29946604905.0,31527367876.0,29462632915.0,23801627862.0,,,,,,,,,,,,,
. Doanh thu hoạt động tài chính__1,5191811699.0,,,1937094771.0,2867457994.0,2559378313.0,5209961537.0,,,,,,,,,,,,,
. Chi phí tài chính__1,2997124152.0,,,1042002669.0,190335881.0,807139001.0,3021022386.0,,,,,,,,,,,,,
- Trong đó: Chi phí lãi vay__1,1257917091.0,,,578903452.0,133843798.0,605391493.0,878826327.0,,,,,,,,,,,,,
". Phần lãi lỗ hoặc lỗ trong công ty liên doanh, liên kết__1",,,,,,,,,,,,,,,,,,,,
. Chi phí bán hàng__1,9174742156.0,,,7473809378.0,4826660209.0,8971282896.0,7345686999.0,,,,,,,,,,,,,
. Chi phí quản lý doanh nghiệp__1,13100229554.0,,,7317387314.0,12357825245.0,10373988759.0,9861070396.0,,,,,,,,,,,,,
. Lợi nhuận thuần từ hoạt động kinh doanh__1,6070786776.0,,,16050500315.0,17020004535.0,11869600572.0,8783809618.0,,,,,,,,,,,,,
. Thu nhập khác__1,2330003571.0,,,449586049.0,1292949285.0,1250791859.0,1876955122.0,,,,,,,,,,,,,
. Chi phí khác__1,799837888.0,,,2029318018.0,3878405971.0,1230926593.0,1336654310.0,,,,,,,,,,,,,
. Lợi nhuận khác__1,1530165683.0,,,-1579731969.0,-2585456686.0,19865266.0,540300812.0,,,,,,,,,,,,,
