field,[2021],[2020],[2019],[2018],[2017],[2016],[2015],[2014],[2013],[2012],[2011],[2010],[2009],[2008],[2007],[2006],[2005],[2004],[2003],[2002]
. Doanh thu bán hàng và cung cấp dịch vụ__1,761083123636.0,1044906814653.0,1101990157871.0,1262051902891.0,1188695613189.0,1112718240693.0,1071058057562.0,,,,,,,,,,,,,
. Các khoản giảm trừ doanh thu__1,3073413126.0,1854356891.0,54934694.0,283956088.0,303029263.0,1052346567.0,822329058.0,,,,,,,,,,,,,
. Doanh thu thuần về bán hàng và cung cấp dịch vụ__1,758009710510.0,1043052457762.0,1101935223177.0,1261767946803.0,1188392583926.0,1111665894126.0,1070235728504.0,,,,,,,,,,,,,
. Giá vốn hàng bán__1,663433266842.0,906195593679.0,1009141690812.0,1138292766062.0,1058425117431.0,999167742631.0,966501136762.0,,,,,,,,,,,,,
. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ__1,94576443668.0,136856864083.0,92793532365.0,123475180741.0,129967466495.0,112498151495.0,103734591742.0,,,,,,,,,,,,,
. Doanh thu hoạt động tài chính__1,103722221977.0,82384211017.0,80399609581.0,100200673483.0,71802226866.0,61489082910.0,62491931815.0,,,,,,,,,,,,,
. Chi phí tài chính__1,11637964000.0,15852850450.0,19858270281.0,19264847838.0,19897367923.0,20827467073.0,20235498926.0,,,,,,,,,,,,,
- Trong đó: Chi phí lãi vay__1,11256811380.0,15813542374.0,19233799214.0,17840624255.0,18023275570.0,18370538580.0,15382869090.0,,,,,,,,,,,,,
". Phần lãi lỗ hoặc lỗ trong công ty liên doanh, liên kết__1",,,,,,,,,,,,,,,,,,,,
. Chi phí bán hàng__1,24636922433.0,37203816168.0,31581543256.0,28113697535.0,31667943065.0,27442592863.0,22652505316.0,,,,,,,,,,,,,
. Chi phí quản lý doanh nghiệp__1,46998211437.0,55172588504.0,63886115665.0,64998866350.0,51996880808.0,53144786989.0,59309164932.0,,,,,,,,,,,,,
. Lợi nhuận thuần từ hoạt động kinh doanh__1,115025567775.0,111011819978.0,57867212744.0,111298442501.0,98207501565.0,72572387480.0,64029354383.0,,,,,,,,,,,,,
. Thu nhập khác__1,436930612.0,4083667205.0,886273022.0,2829495319.0,2072963151.0,578726268.0,613035264.0,,,,,,,,,,,,,
. Chi phí khác__1,374267991.0,367105814.0,496698389.0,831386951.0,4315289922.0,824592590.0,521917690.0,,,,,,,,,,,,,
. Lợi nhuận khác__1,62662621.0,3716561391.0,389574633.0,1998108368.0,-2242326771.0,-245866322.0,91117574.0,,,,,,,,,,,,,
. Tổng lợi nhuận kế toán trước thuế__1,115088230396.0,114728381369.0,58256787377.0,113296550869.0,95965174794.0,72326521158.0,64120471957.0,,,,,,,,,,,,,
. Chi phí thuế TNDN hiện hành__1,5282640328.0,7474184849.0,,4295496742.0,6431983493.0,3321109681.0,840354408.0,,,,,,,,,,,,,
. Chi phí thuế TNDN hoãn lại__1,,,,,,,,,,,,,,,,,,,,
. Lợi nhuận sau thuế thu nhập doanh nghiệp__1,109805590068.0,107254196520.0,58256787377.0,109001054127.0,89533191301.0,69005411477.0,63280117549.0,,,,,,,,,,,,,
. Lợi ích của cổ đông thiểu số__1,,,,,,,,,,,,,,,,,,,,
. Lợi nhuận sau thuế của công ty mẹ__1,109805590068.0,107254196520.0,58256787377.0,109001054127.0,89533191301.0,69005411477.0,63280117549.0,,,,,,,,,,,,,
. Lãi cơ bản trên cổ phiếu__1,3542.0,3460.0,1879.0,3516.0,,1970.0,1705.0,,,,,,,,,,,,,
. Lãi suy giảm trên cổ phiếu__1,3542.0,,,,,,,,,,,,,,,,,,,
. Cổ tức__1,,,,,,,,,,,,,,,,,,,,
