Time,Stock,Money
30/05/2022,-1,15%
25/08/2021,-1,-1
03/06/2021,-1,20%
14/05/2020,-1,15%
10/06/2019,-1,12%
28/12/2017,-1,10%
31/05/2017,-1,10%
22/09/2016,-1,-1
31/05/2016,-1,10%
08/09/2015,-1,-1
27/05/2015,-1,10%
28/05/2014,-1,10%
28/05/2013,-1,12%
23/05/2012,-1,12%
23/05/2011,-1,15%
18/05/2009,-1,12%
