Time,Stock,Money
15/11/2021,-1,3%
10/12/2020,100:5,-1
04/12/2020,-1,5%
15/07/2019,-1,5%
12/10/2018,100:5,5%
30/03/2018,-1,-1
12/01/2018,-1,-1
29/06/2017,-1,-1
08/06/2017,-1,10%
17/01/2017,-1,-1
10/10/2016,-1,-1
08/08/2016,-1,10%
20/07/2015,-1,10%
20/05/2014,-1,-1
23/04/2014,10:1,-1
02/04/2014,-1,10%
08/08/2013,10:2,-1
17/01/2013,-1,10%
09/11/2012,5:1,-1
