Time,Stock,Money
08/11/2021,-1,8.985%
20/10/2020,-1,8%
18/12/2019,-1,-1
15/11/2019,-1,10%
02/08/2018,-1,10%
02/05/2018,-1,-1
02/08/2017,-1,10%
28/06/2016,-1,8%
21/05/2015,-1,10%
28/05/2014,-1,15%
13/06/2013,-1,15%
28/05/2012,-1,12%
01/06/2011,-1,12%
14/05/2010,-1,11%
