Time,Stock,Money
04/07/2019,-1,10%
27/08/2018,-1,10%
19/07/2017,-1,10%
09/06/2017,-1,-1
07/04/2016,-1,9%
22/02/2016,-1,-1
07/04/2015,-1,8%
21/11/2014,-1,6%
