Time,Stock,Money
23/12/2015,-1,25%
04/06/2015,10:1,-1
28/02/2014,-1,10%
13/08/2013,-1,-1
13/03/2013,-1,10%
29/02/2012,-1,10%
25/03/2011,-1,10%
21/10/2010,-1,10%
27/01/2010,-1,10%
15/04/2009,-1,4%
29/12/2008,-1,6%
