Time,Stock,Money
22/10/2021,-1,8%
19/11/2020,-1,8%
19/09/2019,-1,5%
04/09/2018,-1,8%
20/11/2017,-1,10%
23/05/2016,-1,10%
12/08/2015,-1,8%
29/05/2014,-1,10%
25/03/2013,-1,8%
27/03/2012,-1,10%
20/04/2011,-1,4%
07/10/2010,-1,6%
