Time,Stock,Money
14/09/2021,-1,10%
17/09/2020,-1,10%
23/08/2019,-1,10%
20/09/2018,-1,9%
15/09/2017,-1,8%
01/09/2016,-1,8%
01/12/2015,-1,-1
05/08/2015,-1,8%
