Time,Stock,Money
21/09/2021,-1,5.5%
04/06/2020,-1,20%
04/06/2019,-1,20%
21/05/2018,-1,15%
05/09/2017,-1,10%
29/05/2017,-1,15.5%
09/12/2016,-1,10%
27/05/2016,-1,20.50%
27/11/2015,-1,10%
02/06/2015,-1,27%
28/05/2014,-1,12%
16/12/2013,-1,12%
27/06/2013,-1,30%
13/06/2012,-1,24%
29/06/2011,-1,20%
