Time,Stock,Money
11/10/2016,-1,-1
11/09/2015,-1,33%
31/07/2015,-1,7.5%
22/10/2014,-1,36%
31/03/2014,-1,21%
08/01/2014,-1,7%
18/11/2013,-1,9%
01/08/2013,-1,-1
12/12/2012,100:3,-1
13/12/2011,-1,15%
10/03/2010,-1,10%
