Time,Stock,Money
12/05/2021,-1,20%
14/07/2020,-1,15%
10/05/2019,-1,10%
15/05/2018,-1,15%
15/05/2017,-1,15%
20/05/2016,-1,20%
06/04/2015,-1,30%
25/03/2014,-1,30%
10/04/2013,-1,25%
07/06/2012,-1,25%
16/06/2011,-1,20%
