Time,Stock,Money
21/05/2019,-1,1.5%
09/05/2018,-1,4%
08/05/2017,-1,2%
14/04/2016,-1,8%
15/04/2015,-1,15%
19/05/2014,-1,7%
28/03/2014,-1,25%
25/04/2013,-1,21%
06/03/2013,-1,22%
11/05/2012,-1,5%
15/02/2012,-1,20%
10/03/2011,-1,20%
09/06/2010,-1,3.8%
