Time,Stock,Money
26/01/2022,-1,-1
07/07/2017,10:1,-1
28/07/2016,2:1,-1
27/05/2015,-1,10%
16/04/2015,-1,30%
08/05/2014,-1,35%
17/05/2013,-1,50%
06/12/2012,-1,20%
02/02/2012,-1,30%
12/05/2011,-1,20%
23/11/2010,-1,35%
15/04/2010,-1,35%
04/11/2009,-1,15%
22/06/2009,-1,20%
14/01/2009,-1,12%
