Time,Stock,Money
15/06/2021,-1,5%
30/07/2020,-1,5%
21/06/2018,-1,4%
23/06/2017,-1,13%
22/11/2016,-1,10%
29/06/2016,-1,20%
07/12/2015,-1,15%
22/07/2015,10:1,25%
12/06/2014,-1,23%
17/07/2013,-1,15%
26/03/2012,-1,-1
