Time,Stock,Money
28/02/2022,-1,10%
25/02/2021,-1,7.5%
07/03/2019,-1,6%
08/03/2018,-1,7%
28/02/2017,-1,8%
29/02/2016,-1,5%
26/02/2015,-1,3%
10/03/2014,-1,3%
07/03/2013,-1,4%
01/03/2012,-1,8%
13/01/2011,-1,6%
