Time,Stock,Money
23/05/2022,-1,35%
19/08/2021,-1,15%
21/05/2021,-1,20%
26/11/2020,-1,-1
25/05/2020,-1,15%
13/02/2020,-1,15%
04/07/2019,-1,-1
17/06/2019,-1,15%
11/12/2018,-1,15%
19/06/2018,-1,30%
25/05/2017,-1,15%
19/09/2016,-1,10%
19/05/2016,-1,15%
19/01/2016,-1,10%
18/05/2015,-1,15%
16/12/2014,-1,10%
14/05/2014,-1,15%
18/09/2013,-1,10%
16/05/2013,-1,15%
26/09/2012,-1,10%
16/05/2012,-1,15%
21/09/2011,-1,10%
11/02/2011,-1,20%
18/08/2010,-1,10%
