Time,Stock,Money
12/08/2021,-1,27%
14/08/2020,-1,17%
05/12/2019,-1,17.5%
19/12/2018,-1,10%
28/06/2018,-1,20%
04/10/2017,-1,15%
15/09/2016,-1,14%
