Time,Stock,Money
10/02/2022,100:9,-1
23/11/2020,-1,10%
22/08/2019,-1,-1
24/07/2019,-1,15%
17/09/2018,100:7,8%
10/08/2017,-1,10%
11/08/2016,-1,8%
31/05/2010,-1,7%
23/02/2010,-1,10%
