Time,Stock,Money
27/03/2020,-1,3.5%
14/01/2019,-1,8%
04/01/2018,-1,10%
12/05/2017,-1,3%
29/12/2016,-1,5%
07/04/2016,-1,8%
04/02/2015,-1,8%
