Time,Stock,Money
15/06/2022,-1,18%
08/07/2021,-1,8%
04/03/2021,-1,10%
27/07/2020,-1,8%
22/01/2020,-1,10%
06/06/2019,-1,11%
20/12/2018,-1,10%
07/06/2018,-1,11%
04/01/2018,-1,10%
05/07/2017,-1,10%
29/12/2016,-1,10%
03/06/2016,-1,10%
16/12/2015,-1,10%
27/05/2015,-1,10%
03/02/2015,-1,10%
28/05/2014,-1,10%
06/02/2014,-1,10%
29/05/2013,-1,10%
30/01/2013,-1,10%
17/05/2012,-1,11%
08/02/2012,-1,10%
11/05/2011,-1,10%
11/01/2011,-1,5%
27/04/2010,-1,16%
