Time,Stock,Money
21/08/2020,100:10,-1
17/05/2019,-1,20%
17/05/2018,-1,5%
26/01/2018,-1,15%
04/12/2017,-1,-1
30/10/2017,-1,-1
27/04/2017,-1,20%
07/11/2016,20:1,-1
