Time,Stock,Money
20/04/2022,-1,6%
08/06/2021,-1,12%
22/07/2020,-1,15%
14/05/2019,-1,5%
11/01/2019,-1,7%
26/03/2018,-1,8%
05/07/2017,-1,2%
16/05/2017,-1,8%
17/05/2016,-1,3.13%
10/03/2016,-1,5%
