Time,Stock,Money
12/05/2022,-1,20%
14/05/2021,-1,20%
11/05/2020,-1,18%
25/04/2019,-1,9%
04/05/2018,-1,9%
21/03/2017,-1,8%
23/03/2016,-1,10%
