Time,Stock,Money
31/12/2021,-1,12%
14/05/2021,-1,-1
06/01/2021,-1,12%
28/03/2020,-1,-1
30/12/2019,-1,10%
27/12/2018,-1,7%
05/04/2018,-1,2%
06/02/2018,-1,2.5%
20/11/2017,-1,2.5%
