Time,Stock,Money
29/06/2021,50:3,-1
17/08/2020,100:5,-1
03/06/2019,-1,10%
28/01/2019,-1,-1
04/12/2018,-1,-1
21/05/2018,-1,10%
11/05/2017,-1,10%
30/05/2016,-1,6%
02/06/2015,100:9,-1
25/06/2014,100:10,-1
28/09/2012,-1,5%
30/05/2011,-1,5%
29/01/2010,-1,6%
