Time,Stock,Money
21/08/2020,-1,12%
27/06/2019,100:15,-1
19/06/2017,-1,15%
04/11/2016,4:1,-1
27/05/2015,-1,18%
08/07/2014,10:3,-1
15/05/2013,-1,20%
14/05/2012,-1,20%
28/05/2010,-1,3%
02/04/2010,-1,12%
