Time,Stock,Money
10/03/2020,-1,7%
13/08/2019,-1,6%
27/02/2019,-1,7%
19/03/2018,-1,7%
10/08/2017,-1,6%
21/02/2017,-1,7%
12/08/2016,-1,5%
19/02/2016,-1,7%
04/12/2015,-1,-1
06/08/2015,-1,5%
20/03/2015,-1,10%
07/03/2014,-1,7%
28/08/2013,-1,5%
15/03/2013,-1,7%
02/08/2012,-1,8%
16/05/2012,-1,-1
12/03/2012,-1,8%
22/08/2011,-1,10%
07/03/2011,-1,12%
13/08/2010,-1,6%
