Time,Stock,Money
07/06/2022,-1,10%
19/01/2022,-1,-1
24/05/2021,-1,10%
18/05/2020,-1,9%
06/06/2019,-1,10%
09/05/2018,-1,10%
31/05/2017,-1,10%
19/07/2016,2:1,-1
30/05/2016,-1,20%
17/06/2015,-1,10%
22/08/2014,-1,11%
23/04/2013,-1,10%
11/05/2012,-1,15%
23/05/2011,-1,20%
