Time,Stock,Money
29/09/2021,-1,20%
05/02/2020,-1,10%
24/05/2019,-1,25%
23/03/2018,-1,15%
16/03/2017,-1,30%
03/02/2016,-1,15%
29/12/2015,-1,15%
22/06/2015,-1,15%
26/01/2015,-1,20%
06/06/2014,-1,20%
09/10/2013,-1,-1
30/05/2013,-1,15%
22/01/2013,-1,15%
16/10/2012,-1,15%
23/04/2012,-1,45%
22/12/2011,-1,15%
