Time,Stock,Money
25/05/2022,-1,7%
25/05/2021,-1,8%
23/06/2020,-1,8%
23/05/2019,-1,8%
23/05/2018,-1,5%
26/05/2017,-1,10%
30/05/2016,-1,10%
25/07/2013,-1,-1
