Time,Stock,Money
20/05/2022,-1,5%
17/11/2021,-1,20%
28/06/2021,-1,5%
27/10/2020,-1,20%
04/12/2019,-1,20%
03/05/2019,-1,5%
05/12/2018,-1,20%
11/05/2018,-1,-1
11/04/2018,-1,100%
28/11/2017,-1,20%
17/05/2017,-1,10%
14/11/2016,-1,20%
23/10/2015,-1,20%
01/04/2015,-1,20%
09/07/2014,-1,-1
