Time,Stock,Money
30/08/2021,-1,8%
21/01/2021,-1,15%
14/10/2019,-1,10%
11/10/2018,-1,10%
11/12/2017,-1,10%
25/08/2017,-1,5%
21/11/2016,-1,10%
11/07/2016,-1,5%
13/10/2015,-1,10%
26/06/2015,-1,5%
21/11/2014,-1,10%
02/07/2014,-1,11%
06/09/2013,-1,5%
11/01/2013,-1,8%
16/11/2012,-1,-1
13/08/2012,-1,7%
29/02/2012,-1,-1
05/01/2012,-1,10%
19/07/2011,-1,10%
20/04/2011,-1,10%
