Time,Stock,Money
13/05/2022,-1,15%
23/07/2021,4:1,10%
30/12/2020,-1,20%
09/04/2020,-1,10%
24/12/2019,-1,10%
18/12/2019,-1,-1
19/07/2019,5:1,-1
26/11/2018,5:1,-1
20/10/2017,-1,-1
22/09/2017,10:1,-1
18/08/2016,10:1,10%
15/03/2016,-1,-1
20/10/2015,-1,10%
10/08/2015,10:1,-1
14/05/2015,-1,10%
03/11/2014,-1,-1
06/08/2014,-1,10%
29/11/2010,-1,6%
