Time,Stock,Money
10/05/2022,-1,12%
10/05/2021,-1,15%
28/05/2020,-1,14%
26/04/2019,-1,12%
11/10/2018,-1,-1
16/04/2018,-1,15%
30/05/2017,-1,14%
09/06/2016,-1,13%
21/05/2015,-1,12%
20/05/2014,-1,15%
20/05/2013,-1,15%
18/05/2012,-1,15%
11/05/2011,-1,10%
