Time,Stock,Money
17/09/2021,-1,1%
25/09/2020,-1,3%
25/09/2019,-1,4%
05/11/2018,-1,-1
28/08/2018,-1,-1
14/09/2017,-1,10%
14/09/2016,-1,10%
14/09/2015,-1,10%
18/06/2014,-1,8%
18/07/2013,-1,25%
18/04/2012,-1,30%
04/05/2011,-1,27%
