Time,Stock,Money
18/04/2022,-1,-1
06/12/2021,-1,-1
12/07/2021,-1,-1
23/06/2021,50:1,8%
21/01/2021,-1,-1
23/07/2020,-1,8%
21/10/2016,-1,-1
10/06/2016,100:8,-1
