Time,Stock,Money
13/09/2017,-1,-1
22/06/2015,-1,50%
07/05/2015,-1,5%
27/10/2014,-1,10%
18/03/2014,-1,15%
24/12/2013,-1,10%
12/04/2013,-1,10%
10/01/2013,-1,7%
01/03/2012,-1,18%
