Time,Stock,Money
23/05/2018,-1,10%
13/04/2017,-1,5%
11/11/2016,-1,15%
21/03/2016,-1,15%
16/11/2015,-1,15%
19/09/2015,-1,-1
01/07/2015,-1,-1
26/03/2015,-1,15%
17/11/2014,-1,15%
30/04/2014,-1,-1
03/04/2014,-1,5%
07/11/2013,-1,15%
20/03/2013,-1,10%
06/12/2012,-1,10%
06/08/2012,100:5,-1
15/12/2011,-1,5%
