Time,Stock,Money
24/06/2022,-1,15%
23/07/2021,-1,10%
06/11/2020,-1,10%
29/07/2020,-1,5%
12/06/2020,-1,5%
12/12/2019,-1,5%
21/10/2019,-1,10%
03/06/2019,-1,16%
06/12/2018,-1,10%
13/09/2018,-1,10%
25/05/2018,-1,22%
31/10/2017,-1,6%
05/06/2017,-1,20%
02/11/2016,-1,8%
30/05/2016,-1,6%
14/09/2015,-1,10%
26/05/2015,-1,16%
