Time,Stock,Money
04/01/2022,-1,7%
15/07/2021,-1,8%
11/01/2021,-1,4%
24/09/2020,100:9,-1
21/07/2020,-1,8%
10/12/2019,-1,7%
26/08/2019,100:13,5%
27/12/2018,-1,10%
31/10/2018,-1,-1
23/07/2018,-1,12%
