Time,Stock,Money
12/09/2019,100:2,-1
28/06/2018,-1,3%
07/07/2017,-1,5%
03/07/2017,-1,-1
20/03/2017,-1,5%
27/07/2016,-1,-1
16/05/2016,-1,4%
29/12/2015,-1,5%
26/06/2015,-1,9%
13/01/2015,-1,5%
03/06/2014,-1,9%
30/12/2013,-1,7%
18/06/2013,-1,10%
01/06/2012,-1,25%
18/10/2011,-1,5%
15/06/2011,-1,16%
