Time,Stock,Money
23/06/2017,-1,5%
14/06/2016,-1,5%
13/05/2015,-1,5%
07/10/2014,-1,-1
06/08/2014,-1,10%
26/11/2013,-1,8%
16/03/2012,-1,10%
23/05/2011,-1,20%
16/04/2010,-1,25%
