Time,Stock,Money
27/04/2022,-1,40%
10/12/2021,-1,10%
05/07/2021,-1,10%
25/01/2021,-1,30%
15/12/2020,-1,10%
04/05/2020,-1,25%
05/09/2019,-1,25%
02/05/2019,-1,35%
11/12/2018,-1,15%
29/03/2018,-1,15%
05/10/2017,-1,20%
27/04/2017,-1,35%
12/12/2016,-1,-1
30/03/2016,-1,30%
23/04/2015,-1,30%
