Time,Stock,Money
03/05/2018,-1,1%
22/03/2018,-1,3%
11/04/2017,-1,3.5%
20/06/2016,-1,-1
14/03/2016,-1,12%
08/04/2015,-1,12%
26/02/2014,-1,12%
13/03/2013,-1,15%
04/04/2012,-1,20%
