Time,Stock,Money
28/10/2021,-1,7%
06/12/2019,-1,8%
13/09/2019,-1,5%
07/09/2018,-1,17%
30/11/2017,-1,-1
14/07/2017,-1,18%
30/05/2016,-1,17%
27/08/2015,-1,8%
19/05/2015,-1,7%
08/12/2014,-1,8%
06/08/2014,-1,10%
06/05/2014,-1,10%
12/11/2013,-1,10%
30/07/2013,-1,10%
18/04/2013,-1,8%
14/01/2013,-1,8%
19/10/2012,-1,-1
23/07/2012,-1,10%
24/04/2012,-1,12%
20/12/2011,-1,8%
08/09/2011,-1,10%
28/04/2011,-1,13%
30/12/2010,-1,10%
20/04/2010,-1,5%
