Time,Stock,Money
18/03/2022,-1,20%
12/11/2020,-1,20%
21/12/2018,-1,40%
27/08/2018,-1,10%
18/01/2018,-1,20%
13/12/2017,-1,20%
06/09/2017,-1,10%
15/12/2016,-1,40%
11/08/2016,-1,10%
23/11/2015,-1,40%
07/07/2015,-1,15%
09/02/2015,-1,7%
18/08/2014,-1,10%
07/03/2014,-1,6%
12/08/2013,-1,10%
25/02/2013,-1,5%
18/09/2012,-1,7%
19/06/2012,-1,9%
21/12/2011,-1,6%
16/06/2011,-1,6%
22/02/2011,-1,9%
14/10/2010,-1,6%
07/01/2010,-1,11%
11/12/2008,-1,6%
