Time,Stock,Money
04/04/2022,-1,-1
24/08/2021,-1,10%
25/05/2021,-1,-1
20/07/2020,-1,10%
06/04/2020,-1,-1
03/10/2019,-1,21%
25/03/2019,-1,-1
14/05/2018,-1,8%
19/12/2017,-1,-1
19/05/2017,-1,7%
29/12/2016,-1,-1
25/02/2016,-1,15%
09/10/2015,10:3,10%
